#{"t_start": 1742559698.6010008, "env_id": "Hopper-v5"}
r,l,t
344.589796,129,219.404671
365.193925,134,220.136944
359.067371,133,220.886956
338.207381,129,227.151547
366.887779,132,227.81217
352.764217,130,228.535735
361.938419,134,229.286084
363.16906,134,236.153507
371.152184,134,236.81853
354.282931,132,237.519275
366.037632,136,238.297057
360.959601,129,244.069823
333.337291,124,244.698192
356.458009,133,245.426188
354.925274,128,246.174651
370.719399,134,252.229251
364.936905,134,252.906296
350.734461,127,253.595653
362.223948,132,254.374298
353.119266,132,260.578944
360.36216,130,261.207999
364.829936,134,261.855293
358.425181,132,262.626154
366.656548,135,268.548849
367.56395,135,269.230628
369.367094,132,269.924764
134.347767,72,270.323517
370.948856,135,276.276859
150.914972,77,276.644154
375.791281,134,277.357928
98.932889,55,277.680081
359.147692,129,278.391821
360.850498,131,284.193121
360.110099,130,284.825178
313.93416,120,285.508139
361.776511,131,286.267197
359.350566,133,292.369892
363.533835,131,293.117324
350.522466,131,293.872948
361.508698,131,294.599313
362.563704,132,300.571072
363.838156,133,301.268181
314.688728,121,301.935988
356.863255,132,302.652022
350.410736,129,308.450446
365.7029,133,309.094819
372.384043,135,309.819783
323.366522,124,315.840392
350.013018,132,316.489264
364.605586,130,317.162396
361.064426,134,317.904906
360.437215,132,324.073373
353.70132,128,324.736458
360.530413,132,325.434254
134.416012,72,325.814866
369.234545,133,326.561511
365.505308,135,332.735022
372.286253,135,333.370587
365.348516,133,334.04537
364.89102,134,334.80801
369.999577,133,341.014368
361.515962,131,341.676613
367.418015,133,342.331676
371.108178,136,348.521919
371.854239,136,349.150597
364.99159,130,349.821951
369.852624,131,350.487674
367.911225,135,356.684028
364.410988,132,357.324643
370.124341,134,358.006791
368.776084,131,358.696231
368.297448,133,364.406855
371.459748,132,365.045655
355.123574,130,365.730977
372.216718,136,366.463688
373.066209,136,372.454592
367.379453,133,373.073308
370.770001,135,373.756085
150.472995,78,374.177457
145.61638,76,374.583157
355.62117,127,380.576278
368.567581,134,381.176155
368.138496,132,381.846834
366.111211,134,388.060617
307.655056,119,388.683313
371.561965,134,389.508219
306.891222,117,390.173234
349.533009,130,390.907163
370.954591,134,397.129697
365.34982,133,397.81647
372.602518,135,398.513016
367.306431,135,404.667273
372.15978,135,405.309096
368.821851,130,405.974436
374.124475,134,406.657042
365.499148,135,413.01048
370.628147,132,413.641294
366.841558,135,414.453398
366.838746,133,415.231436
293.294033,116,421.431322
373.277544,135,422.100163
305.355827,117,422.633872
367.310397,133,423.387578
370.590925,133,429.665424
255.359904,103,430.232838
268.808164,110,430.74057
306.68063,119,431.323519
227.022827,97,431.795352
374.269762,134,437.851304
369.110831,134,438.509682
355.94956,132,439.229615
343.646933,129,439.94173
367.109723,134,446.189944
368.390689,134,446.89298
368.307379,136,447.698094
354.478433,130,454.03341
367.65951,132,454.646432
370.491735,133,455.3215
372.351887,132,456.000328
367.910873,133,461.937948
367.428842,133,462.610488
370.991474,133,463.270383
368.877869,131,463.950218
366.951801,135,470.134205
371.227664,134,470.771064
366.522461,135,471.478815
369.965327,132,472.186363
369.874125,134,478.451684
371.664187,135,479.085187
371.207757,131,479.707588
365.481909,130,480.417032
370.772959,132,486.547632
372.573937,134,487.142982
375.326855,133,487.821608
363.055884,130,488.584158
375.081996,136,494.645302
365.631442,133,495.284487
371.819898,136,496.004602
368.958686,135,496.764233
373.94483,135,503.200161
372.743355,135,503.905494
374.10341,134,504.632839
274.987086,107,505.213491
365.278465,131,511.302843
374.571313,136,511.949425
375.548563,136,512.703181
373.553343,133,518.830358
374.460363,134,519.474294
375.479823,132,520.131485
373.550091,133,520.859248
378.8618,135,527.072049
367.512072,134,527.773043
377.728638,135,528.493558
369.63345,136,529.271526
376.592787,136,535.486491
372.330485,136,536.228635
369.670249,131,537.05243
151.217036,77,537.501667
356.269298,132,543.623441
376.43182,137,544.275411
374.211401,132,544.984804
376.372614,137,545.773085
368.402775,132,552.036882
375.430828,136,552.680098
372.919997,135,553.420256
365.648156,135,554.168573
369.380113,135,559.981231
235.412442,99,560.455631
374.082842,132,561.147049
374.562978,136,561.857075
369.142422,134,567.824696
372.078539,133,568.506007
369.666505,134,569.234676
377.30455,135,569.991316
374.980729,133,576.21579
373.78979,137,576.953256
371.036789,134,577.643112
374.76442,134,578.40992
370.745757,134,584.394243
373.144187,136,585.057888
372.672057,132,585.749893
369.588295,135,591.97728
371.917857,135,592.621954
375.37588,134,593.395269
373.757456,133,594.132702
373.799864,134,600.228153
373.074541,134,600.823306
367.797336,135,601.522895
370.729712,133,602.244167
376.260278,137,608.146848
375.367015,136,608.788301
136.188105,72,609.185141
373.062049,135,609.905398
304.840861,118,616.289329
371.862402,133,616.964986
366.765233,135,617.639033
373.082884,133,618.344374
371.567954,133,624.170045
376.481407,133,624.77908
367.948004,133,625.508367
375.140116,135,626.304741
366.586342,135,632.636857
373.261792,133,633.298546
371.216193,136,633.964991
367.431009,135,634.731952
377.832009,134,640.893053
170.540978,83,641.333654
376.089348,134,642.026836
376.97716,133,642.744868
371.967941,134,648.726636
366.089465,135,649.430964
370.812885,132,650.144518
375.628928,133,650.861567
361.332993,133,657.083344
373.32312,132,657.802141
371.525921,133,658.564427
375.075525,137,659.261094
372.546339,133,665.13693
140.906921,74,665.516638
263.233857,108,666.082163
372.231219,133,666.806675
370.074952,136,672.969321
373.817134,133,673.820431
375.284341,135,674.591291
365.449036,134,675.311973
357.819108,132,681.305156
373.264054,133,681.958117
358.280263,132,682.706113
372.918959,133,683.433331
367.829739,135,689.309951
372.61309,132,689.921119
352.619746,130,690.652729
373.773473,136,691.449585
369.893443,133,697.499103
372.365464,134,698.151559
373.541524,132,698.82889
374.317054,134,699.55367
375.890484,136,705.815655
373.696884,134,706.572799
354.079075,131,707.334693
358.588696,132,713.481343
374.863803,133,714.170542
376.183365,136,714.846576
367.834463,135,715.624404
374.702689,134,721.987483
368.773135,135,722.71492
374.157102,136,723.404419
373.575409,134,724.191569
374.760726,135,730.467621
374.43932,135,731.159355
350.954091,130,731.844541
318.758934,121,732.500783
372.069555,134,738.544876
367.66668,135,739.178091
372.367753,133,739.890511
368.638023,135,740.59612
372.390572,135,746.458771
370.616478,134,747.136238
371.648281,136,747.819741
367.821626,135,748.584107
373.331553,136,754.653271
371.607905,136,755.307698
365.708634,134,756.012115
361.98983,133,761.987492
374.345141,134,762.668464
371.409771,132,763.358403
370.476127,136,764.150833
372.550253,133,770.03014
373.291081,134,770.659586
372.499203,134,771.349322
374.471322,133,772.08601
373.909044,134,778.213767
251.15879,104,778.82211
377.792533,135,779.54822
94.490202,52,779.826067
80.993139,44,780.059601
370.12105,132,786.131957
368.090838,135,786.813607
372.560822,133,787.545003
375.988918,135,788.293996
374.326359,134,794.035167
374.446294,136,794.642728
372.999231,133,795.336985
375.318578,135,796.052658
374.918574,134,802.395308
369.930707,133,803.05987
373.029423,133,803.700449
370.881176,136,804.449423
377.355682,133,810.57073
373.261569,134,811.254441
356.779128,131,811.974617
373.550491,133,812.722854
269.84653,108,818.621534
370.930518,135,819.283546
367.372978,135,820.014961
371.295963,133,820.726214
373.045934,134,826.73353
371.185494,136,827.362334
360.204023,133,828.104882
376.401169,135,834.209123
373.748579,135,834.792419
375.202011,135,835.471059
84.901587,46,835.690677
371.521435,133,836.464455
372.245201,133,842.605124
360.250143,133,843.273489
371.999754,134,843.966759
266.310824,107,844.579216
271.746305,108,850.335625
355.749882,132,850.960064
257.774164,106,851.516272
370.982329,135,852.209168
51.254847,29,852.38849
184.060036,87,858.267334
373.438919,134,858.885269
374.243089,134,859.572109
372.04384,134,860.311769
356.980843,132,866.645268
373.525247,134,867.306289
361.353035,133,867.972051
360.297434,132,868.701731
370.821977,134,874.936631
365.243507,133,875.640857
372.41107,132,876.317372
356.726173,132,877.073628
371.036065,133,883.132501
255.778725,104,883.649052
372.430054,133,884.259002
347.506425,130,884.959142
325.878962,122,891.044833
140.086833,74,891.423166
374.386782,134,892.02848
365.071574,134,892.619843
366.160619,132,898.687232
376.126399,133,899.401334
371.551525,134,900.171501
341.679844,128,900.925299
362.174524,133,907.169379
370.215392,134,907.907563
367.824408,135,908.645838
373.345752,135,909.369863
360.810407,133,915.242985
373.057257,133,915.883725
373.901518,133,916.644889
371.946195,134,917.332751
372.242139,135,923.00154
372.655927,132,923.625912
374.084597,133,924.335846
371.483419,136,925.104111
375.155816,133,931.319692
371.710425,136,932.038514
373.395038,135,932.773833
373.23281,134,938.858818
279.699441,109,939.372842
372.531739,134,940.044851
368.809749,134,940.761207
318.63784,122,941.403883
337.097713,126,947.105109
370.196901,133,947.789402
369.042452,135,948.490701
370.956708,135,954.395468
366.045287,135,955.043437
355.747183,131,955.710157
374.757012,133,956.448339
372.331909,133,962.879766
363.618389,134,963.641869
367.979052,135,964.456459
366.940227,135,965.254306
373.181786,135,971.625215
369.287457,133,972.312944
374.501737,134,973.02023
370.658134,133,973.7262
374.279328,136,980.155723
370.831332,132,980.783031
371.822029,135,981.551728
363.391565,134,982.351603
364.385352,134,988.306681
365.812414,135,988.971067
371.969763,133,989.657575
374.764756,135,990.370519
374.13997,136,996.174453
374.580545,135,996.905123
369.837408,132,997.601588
371.444886,134,1003.743608
365.048542,134,1004.42343
371.083852,134,1005.089623
369.867328,136,1005.791576
216.294606,95,1011.810289
371.254855,133,1012.50153
362.09846,133,1013.217031
368.125896,134,1013.971346
363.144194,134,1019.979998
372.97174,133,1020.611149
365.877986,133,1021.319302
369.515508,136,1022.144248
372.491087,134,1028.333393
365.398836,132,1028.974573
366.74627,133,1029.682988
361.44213,133,1030.425074
370.78131,135,1036.345172
369.535482,132,1036.938375
372.238915,134,1037.613938
369.590527,135,1038.384871
273.026541,110,1044.178199
362.429564,134,1044.773027
367.565334,133,1045.464328
363.291811,135,1046.193721
218.333763,96,1052.120493
362.773413,134,1052.774013
352.543158,131,1053.51259
242.516177,103,1054.047497
359.403123,131,1060.397177
362.740655,134,1061.043146
363.000654,134,1061.726691
355.777148,132,1062.528144
356.604634,133,1068.84073
356.246602,132,1069.537821
365.81113,131,1070.210476
152.39348,79,1070.649832
372.449092,133,1076.628901
237.342361,101,1077.142688
234.764792,100,1077.609234
356.860496,133,1078.262793
239.945764,101,1078.837848
365.79443,134,1085.011648
152.133577,78,1085.382531
361.298696,133,1085.991352
362.598627,134,1086.686295
362.365801,134,1092.764808
361.698625,133,1093.440625
359.112132,133,1094.102717
365.55085,132,1094.79431
368.305395,132,1101.033232
362.192946,134,1101.702047
360.276421,133,1102.401796
368.261809,135,1103.141183
369.592051,134,1109.119527
365.371488,133,1109.739636
359.322459,132,1110.457884
155.866622,79,1110.890082
139.059695,74,1111.302151
359.349939,134,1117.5868
357.249643,132,1118.250427
369.182332,135,1112297.945975,1000,25621.514188
2040.17803,1000,25696.097537
1045.753261,1000,25771.647732
1046.647778,1000,25847.043049
1048.908957,1000,25922.379623
1049.936258,1000,25997.816937
1051.808168,1000,26074.091746
1052.272729,1000,26149.74483
2096.682821,1000,26225.332459
1052.521196,1000,26300.406549
1049.643998,1000,26376.27693
284.101862,146,26387.161447
260.339151,137,26397.485133
1081.703051,905,26465.688283
335.722885,192,26480.4288
378.841679,195,26495.464843
391.703784,240,26513.48182
346.151599,202,26528.804315
294.383915,160,26540.981125
267.740564,142,26551.844498
270.242335,135,26561.757898
275.747214,130,26571.369766
68.103449,38,26574.5215
139.251706,76,26580.158716
316.574742,137,26590.788532
64.959725,35,26593.462905
334.764224,137,26603.623705
311.407045,148,26614.927947
313.566092,141,26625.656197
317.037369,135,26635.873753
310.483631,131,26645.718477
346.160848,136,26656.051411
280.111401,112,26664.541558
329.509695,128,26674.178936
347.648339,139,26684.660644
297.714922,131,26694.635525
280.032114,129,26704.61921
286.378489,128,26714.184331
285.107824,127,26723.793187
367.791791,150,26735.433098
339.08153,140,26746.038786
363.683001,147,26757.263278
310.388875,132,26767.476569
341.077278,140,26778.195684
317.541817,134,26788.199917
381.080675,151,26799.743865
283.359817,127,26809.255824
547.408232,194,26823.938735
427.571519,166,26836.335876
620.1299,226,26853.790912
700.70405,237,26871.598739
814.744542,276,26892.195422
810.609324,275,26912.858253
1379.653346,464,26947.635757
1109.073924,380,26976.315503
1005.90565,347,27002.945833
2447.028266,1000,27078.655965
2463.865966,1000,27153.637177
1453.066349,534,27193.868607
1974.532299,644,27242.634091
2502.527822,872,27308.78287
1206.747722,475,27344.956147
1530.619071,586,27389.182667
2415.61469,1000,27464.944223
1997.976154,1000,27540.749923
1375.122848,1000,27615.807648
1134.302416,1000,27691.55753
1958.47607,1000,27767.312697
2202.173243,1000,27842.758037
2238.143043,1000,27918.393523
2306.309703,1000,27992.98049
2046.69326,1000,28067.815069
1757.788853,1000,28143.398484
1212.288109,1000,28219.177328
1045.611191,1000,28293.722882
1049.429013,1000,28368.792235
1045.680952,1000,28443.228472
1045.591719,1000,28517.897864
383.57617,213,28533.388154
832.102226,334,28558.263698
1574.84872,1000,28632.751853
1056.740634,1000,28707.300065
1867.622228,1000,28782.470623
1063.739563,1000,28856.951121
1039.991519,1000,28931.609587
1407.293581,1000,29006.514194
1627.44119,1000,29081.516312
1526.795389,1000,29156.845505
1770.14107,1000,29231.710309
1716.845162,1000,29316.040407
1279.561205,1000,29395.839053
1042.970677,1000,29473.500849
1045.237983,1000,29551.354373
1046.979399,1000,29628.912177
1044.610872,1000,29709.910743
1029.316752,1000,29789.6766
1037.793372,1000,29869.434336
1031.094953,1000,29946.999649
1032.318992,1000,30025.36551
1036.631212,1000,30103.382812
1041.448147,1000,30181.750346
1041.925952,1000,30258.855381
2093.664343,1000,30334.561528
1263.467371,597,30381.06624
2465.323982,1000,30461.183316
2236.5094,1000,30541.146723
2216.01755,1000,30622.379514
2212.199791,1000,30700.058026
2216.232869,1000,30776.023401
2216.039279,1000,30853.965406
2212.167378,1000,30931.585497
2230.402208,1000,31011.622316
2220.32047,1000,31091.178195
2256.771134,1000,31169.615239
2324.945869,1000,31248.177108
2333.45389,1000,31327.234785
2339.827868,1000,31407.092763
2462.895876,1000,31487.145569
2576.623268,1000,31564.778061
2559.307359,1000,31642.827297
2543.213884,1000,31721.59122
2491.710582,1000,31799.497158
2420.893028,1000,31878.303889
2348.956206,1000,31956.948087
2283.606796,1000,32034.948538
2202.357638,1000,32112.974569
2453.353025,1000,32191.681093
2378.833882,1000,32269.380274
2384.086371,1000,32348.852709
989931
369.20531,133,1385.11794
365.509142,133,1385.868603
361.538566,134,1386.612304
370.661527,135,1387.37972
356.68666,132,1393.477165
155.720882,80,1393.859889
366.905983,132,1394.549174
159.82834,81,1394.989981
362.189048,133,1395.737296
367.720757,132,1402.080621
365.881632,134,1402.726444
152.193492,79,1403.120137
369.627547,133,1403.886627
365.041674,135,1410.281466
366.947201,132,1411.011816
353.369327,131,1411.706632
188.245467,88,1412.269354
366.71117,133,1418.366206
358.626994,132,1419.019874
361.49322,134,1419.732506
357.522597,133,1420.499091
367.275638,132,1426.646553
144.741024,76,1427.02236
73.894174,41,1427.235589
70.7559,39,1427.428014
364.265225,133,1428.118249
74.294754,41,1428.329144
361.623293,134,1429.082993
365.777099,134,1434.840924
148.935377,78,1435.239916
366.917589,132,1435.951486
272.760719,109,1436.579515
357.632627,132,1442.690713
149.667534,78,1443.100489
277.297613,110,1443.662778
183.065109,86,1444.118364
144.243219,76,1444.577088
363.959747,132,1450.878516
358.743043,133,1451.564575
179.774251,85,1451.991521
360.36986,134,1452.72121
136.779992,73,1453.118963
137.5745,73,1459.359104
360.392228,133,1460.001064
359.938608,134,1460.638522
370.693433,131,1461.353626
149.743122,78,1461.790176
282.778315,113,1467.761358
365.294323,134,1468.427487
362.350085,134,1469.140395
363.773306,133,1469.869283
366.999365,134,1476.092597
363.621138,133,1476.762364
187.925454,88,1477.245793
355.862507,132,1477.970629
367.225913,132,1484.236084
361.713272,134,1484.904012
362.943098,134,1485.63757
139.432237,74,1486.036718
369.323328,134,1492.455343
187.420397,88,1492.878851
363.431639,133,1493.532922
362.062273,134,1494.162291
359.518937,133,1500.482602
135.655083,72,1500.846246
362.47973,134,1501.531366
369.738014,133,1502.263216
143.753381,75,1502.667696
369.874289,132,1508.817868
370.618582,134,1509.518306
361.267304,133,1510.209349
184.043188,87,1510.704159
153.581918,78,1511.140954
367.747361,135,1517.150397
142.899494,75,1517.529488
363.541533,133,1518.154544
365.092222,134,1518.859896
362.9568,133,1524.973623
362.489142,134,1525.636117
366.517713,135,1526.381056
358.69947,134,1527.108565
363.068547,132,1533.429094
359.294085,134,1534.165446
360.933563,132,1534.940355
368.511575,133,1541.2767
134.469756,72,1541.628842
185.10105,87,1542.03948
366.957319,133,1542.704694
361.928827,132,1543.391147
139.196678,74,1543.803576
357.109813,133,1550.052433
362.211153,134,1550.729978
363.871475,131,1551.439887
354.870086,132,1557.335822
366.272169,132,1558.023569
371.225086,133,1558.752992
147.908317,77,1559.211912
358.02792,133,1559.981272
366.13103,132,1565.927935
360.611833,134,1566.603888
362.783142,133,1567.31774
133.631993,72,1567.731323
371.334292,133,1574.06695
364.745726,133,1574.89784
146.758484,77,1575.378066
367.906758,132,1576.226644
152.259982,79,1576.737464
359.655201,131,1583.475043
360.967396,133,1584.142479
146.764297,76,1584.511656
363.497466,133,1585.222764
140.574915,75,1590.908814
362.926629,132,1591.523016
357.985386,133,1592.142085
143.698865,76,1592.564206
364.364408,133,1593.300333
138.017359,73,1599.445161
365.704393,133,1600.073685
357.26294,132,1600.818839
364.152095,132,1601.556828
129.562464,70,1601.972358
134.753984,72,1607.725587
360.673924,133,1608.395174
186.776189,87,1608.840713
362.337288,134,1609.601203
355.445815,132,1615.509939
352.532597,130,1616.147698
367.25964,131,1616.86066
366.973439,133,1617.690525
365.138253,131,1623.82809
141.162035,75,1624.192953
355.221914,132,1624.838871
365.412306,133,1625.547089
147.582636,76,1625.990466
369.805605,135,1632.195565
362.696036,133,1632.835524
363.531258,134,1633.54378
356.871083,133,1634.282555
368.62118,135,1640.468989
367.665427,132,1641.145516
132.157547,71,1641.540405
367.225451,131,1642.280504
363.902525,131,1648.192143
365.516157,132,1648.867571
368.335935,132,1649.549501
181.352633,87,1650.051074
366.965981,131,1656.353235
366.31829,131,1656.991315
132.015238,71,1657.365961
131.111142,71,1657.7418
362.910153,133,1658.465008
368.742749,133,1664.152262
360.582476,134,1664.784291
133.845348,72,1665.13117
363.314713,133,1665.889448
362.903987,134,1672.038707
365.126455,131,1672.656691
360.460426,133,1673.370783
365.778362,132,1674.126136
353.213194,131,1680.456638
360.270006,130,1681.164468
358.705611,133,1681.825186
276.884826,109,1682.47033
359.501383,132,1688.286423
137.658826,73,1688.629121
367.009196,131,1689.255352
353.760278,132,1689.96097
359.988199,131,1690.686324
357.116968,132,1696.623229
355.679604,131,1697.250372
87.535732,48,1697.479738
357.692176,132,1698.197359
357.112556,132,1704.296683
358.148067,132,1704.95695
351.966106,132,1705.625601
356.072557,132,1706.345894
352.421354,132,1712.588836
144.35314,76,1712.964545
143.675216,75,1713.283021
132.637525,71,1713.631838
147.101577,76,1714.060186
178.734172,87,1714.542042
360.011012,131,1720.966657
353.933534,132,1721.590597
137.657504,73,1722.033131
144.295854,75,1722.408181
356.749717,132,1723.133093
360.868635,132,1729.298874
143.826542,75,1729.668959
362.73057,133,1730.361159
90.694272,50,1730.63931
131.038759,71,1731.035392
351.726676,132,1737.335366
361.880421,132,1737.998833
178.832773,86,1738.456219
178.73961,85,1738.952037
172.333176,83,1739.406146
173.076407,84,1745.389967
354.783715,130,1746.071257
141.033986,75,1746.477276
363.246226,132,1747.190186
140.740054,75,1747.611851
361.706964,132,1753.769313
184.33994,87,1754.164922
360.005059,130,1754.844808
360.175245,132,1755.603793
180.746618,86,1756.044254
352.185255,132,1761.898188
356.509009,133,1762.556459
363.885651,133,1763.260195
133.816952,72,1763.672734
141.349776,75,1769.32726
354.546178,132,1770.018427
361.684749,131,1770.75113
140.235847,74,1771.218929
347.597663,131,1771.952754
142.601974,75,1778.094609
346.914956,131,1778.713242
354.314104,133,1779.376264
355.783844,133,1780.063657
141.574603,75,1780.500174
174.930272,86,1786.405858
148.572309,77,1786.782977
147.778047,77,1787.165999
145.625081,76,1787.573909
351.826548,130,1788.280645
360.391572,131,1794.112063
137.9077,74,1794.47772
348.306337,129,1795.172255
133.333864,72,1795.560742
341.775103,129,1796.26203
352.857855,129,1802.526767
361.933102,131,1803.234197
363.772907,132,1803.975621
351.557504,131,1804.658837
350.230173,129,1810.819273
352.279172,131,1811.456905
143.867403,76,1811.875991
364.515506,132,1812.585803
362.189277,134,1818.726403
131.74038,71,1819.089802
129.169951,70,1819.423203
131.161919,71,1819.744047
167.049125,82,1820.127737
362.935562,131,1820.836663
365.067784,134,1827.189506
356.703986,131,1827.846419
142.160356,75,1828.252084
141.946803,74,1828.639642
172.708583,84,1829.120807
362.262622,132,1835.156098
133.740819,72,1835.518876
172.039748,84,1835.949497
363.948428,132,1836.691978
362.109579,132,1837.501974
362.673922,133,1843.909832
147.007143,76,1844.3157
356.666301,133,1845.062754
355.959336,132,1845.947092
360.97908,132,1852.474803
147.156811,76,1852.835462
367.764859,132,1853.513141
361.623097,134,1854.25319
364.715299,133,1860.318879
171.763373,85,1860.739168
359.698811,132,1861.394399
359.488943,131,1862.134891
137.244629,73,1862.523649
369.775069,133,1868.54031
366.3541,131,1869.186225
360.611831,134,1869.868077
363.74172,134,1870.561027
133.409094,72,1876.410205
139.490129,74,1876.793795
361.765703,133,1877.505539
176.692261,85,1878.001036
359.810262,133,1878.721741
360.836486,132,1884.79956
126.96951,69,1885.133814
127.555056,69,1885.453437
149.050399,78,1885.865741
365.64186,132,1886.60108
356.756265,132,1892.553018
99.332191,54,1892.798173
362.279406,132,1893.480863
357.006475,132,1894.241833
147.049261,76,1894.653017
355.465716,132,1900.760813
146.970407,77,1901.144974
152.208945,79,1901.506595
361.273976,133,1902.251995
352.568608,131,1902.98675
359.318912,133,1908.971038
364.030321,131,1909.639663
366.460423,132,1910.345212
173.226633,84,1910.773627
365.274142,133,1916.884964
357.54571,133,1917.543329
357.665058,133,1918.269032
365.178137,133,1919.037172
353.111376,131,1925.229457
173.552714,84,1925.639722
366.68439,134,1926.358702
367.298648,131,1927.040266
146.958235,77,1932.838356
362.528265,131,1933.500764
356.58498,132,1934.096426
178.778801,87,1934.581171
363.702068,134,1935.26758
363.548644,134,1941.347975
363.235487,134,1941.987466
353.211345,131,1942.672122
361.115631,130,1948.902295
353.500535,132,1949.595951
359.681075,133,1950.332646
363.239256,130,1951.022227
362.098654,134,1957.135136
366.526728,132,1957.827648
152.617601,79,1958.20893
365.462102,133,1959.009245
351.656124,131,1959.79509
359.13173,131,1965.601797
360.336046,134,1966.30568
363.851113,132,1967.070886
360.698857,133,1973.188359
356.288177,132,1973.835717
356.979495,133,1974.560342
368.027912,133,1975.298412
357.103832,131,1981.614074
356.221447,133,1982.259374
363.676211,133,1982.978254
361.390207,132,1983.737475
129.004919,70,1984.125444
362.501532,134,1990.203481
368.801351,131,1990.892183
360.264113,133,1991.617862
365.913867,135,1992.338633
143.829495,76,1997.98602
356.488742,133,1998.642333
290.362924,114,1999.235027
364.675454,132,1999.987775
358.131362,131,2005.815696
361.858898,132,2006.426943
357.831281,131,2007.12252
354.304955,132,2007.867689
357.799227,132,2013.974352
356.551222,130,2014.598803
361.109757,134,2015.350302
361.021146,132,2016.10842
360.16858,131,2022.386755
355.42502,133,2023.129196
362.128786,130,2023.846592
359.27322,132,2024.600782
355.247237,131,2030.717568
362.871684,131,2031.376229
