#{"t_start": 1742559698.6010008, "env_id": "Hopper-v5"}
r,l,t
364.310735,132,2032.11983
367.321187,133,2032.854179
74.92223,41,2038.491939
75.553725,42,2038.698889
76.572512,42,2038.938352
80.99049,44,2039.174969
77.132112,42,2039.403369
74.762736,41,2039.613508
76.524139,42,2039.845142
77.20613,43,2040.090764
75.86628,42,2040.300296
74.40572,41,2040.508125
70.447307,39,2040.740678
73.994129,41,2040.988195
351.420221,131,2046.820348
99.37398,54,2047.109071
361.577622,134,2047.772395
365.152133,134,2048.493046
367.946369,132,2054.395307
364.57269,132,2055.059323
363.840632,133,2055.75973
372.375276,133,2056.473488
367.552381,132,2062.316009
357.725023,133,2062.970334
366.40242,133,2063.686396
364.569596,131,2064.385696
91.774538,50,2070.346815
366.95386,132,2070.975123
152.45219,78,2071.361034
364.853291,135,2072.118937
364.529326,130,2072.814517
359.650618,133,2079.000814
363.519278,132,2079.717317
363.008578,133,2080.526274
362.461972,134,2081.311731
362.743227,134,2087.147224
363.140447,133,2087.837472
93.783724,51,2088.128431
371.976943,134,2088.80535
363.413292,134,2094.976012
364.514067,133,2095.641053
360.177162,133,2096.387682
365.747075,133,2097.252142
365.298853,134,2103.27747
362.948768,134,2103.903571
365.618807,132,2104.652605
45.993441,26,2104.798894
364.172649,130,2111.028919
365.284668,132,2111.704785
358.901798,132,2112.404784
362.55476,132,2113.101573
362.534391,134,2119.296457
362.484171,134,2119.988386
368.227016,132,2120.673921
357.970037,133,2121.3938
363.056079,134,2127.774562
364.324635,134,2128.458594
150.174448,77,2128.855276
361.373559,134,2129.573437
364.282853,133,2136.031001
96.578125,53,2136.285297
95.415143,52,2136.540088
96.191331,53,2136.815321
358.549983,132,2137.532273
370.914199,133,2138.286119
101.504926,56,2138.59848
363.39248,134,2144.657438
367.564149,132,2145.33534
365.792773,131,2146.113587
357.157675,133,2146.878492
361.164318,133,2152.848963
373.13931,133,2153.485321
369.274442,133,2154.224476
367.749439,134,2160.351549
362.6584,134,2161.014408
365.023075,133,2161.690913
364.082457,134,2162.403871
366.107349,134,2168.521955
366.338012,133,2169.155636
363.671183,133,2169.846374
366.307817,133,2170.618683
362.914288,133,2176.874739
358.716212,132,2177.503366
364.680639,133,2178.146436
370.096866,131,2178.815016
366.985719,133,2184.740852
363.517539,133,2185.391334
367.942817,134,2186.081107
355.56575,132,2186.793113
363.461356,134,2192.930001
371.659859,134,2193.611068
361.559998,132,2194.337406
370.294928,132,2195.133848
366.922718,132,2200.86233
369.865727,132,2201.490572
359.56516,133,2202.309938
362.377197,134,2203.02056
367.365852,134,2209.056932
358.990588,133,2209.725254
367.861421,132,2210.435926
160.804039,80,2210.894536
362.648329,133,2216.986822
365.388643,132,2217.716266
366.426044,133,2218.435776
365.773162,133,2219.186024
367.298534,132,2225.322921
366.220544,134,2226.010216
358.36742,133,2226.721611
361.918636,132,2232.533487
362.449894,132,2233.16487
360.814036,133,2233.819134
355.976152,132,2234.44267
366.75293,131,2240.170012
355.876024,131,2240.779279
366.811084,133,2241.508795
368.119237,132,2242.205559
365.915967,133,2248.240285
365.45296,132,2248.900032
361.021981,133,2249.60279
355.633674,133,2250.395535
363.730434,134,2256.556492
359.621593,133,2257.138458
367.223922,132,2257.701328
365.551912,135,2258.365138
364.343404,134,2264.260868
364.302247,132,2264.920862
359.662279,133,2265.629258
366.602884,132,2266.440085
364.655924,132,2272.162103
364.834369,133,2272.845852
369.333928,133,2273.527878
363.124037,134,2274.303358
362.932043,133,2280.314257
359.434114,133,2281.024544
156.597299,79,2281.465852
357.406908,132,2282.165204
362.889423,134,2288.252367
365.436349,134,2288.907352
362.856774,134,2289.656313
359.363253,133,2290.439961
365.153231,133,2296.103109
361.985252,131,2296.780123
365.366145,133,2297.51648
363.957559,132,2298.251049
356.31138,132,2304.21356
365.536282,132,2304.838423
367.812304,133,2305.589873
354.694618,131,2311.532332
358.765871,133,2312.13876
361.231287,132,2312.788614
359.27843,131,2313.49163
365.581188,131,2319.652248
366.146028,132,2320.308409
360.781713,132,2321.056391
364.835621,135,2321.808735
365.516785,130,2327.809582
361.870319,131,2328.41731
355.850188,132,2329.098399
367.724098,133,2329.826067
345.679435,128,2336.03624
361.135259,132,2336.66093
366.479135,133,2337.445518
357.207021,133,2338.183027
325.539705,121,2343.858937
364.874822,131,2344.565881
360.108468,133,2345.295043
364.280167,131,2346.063843
359.594326,133,2352.084891
306.837114,116,2352.652818
351.800821,131,2353.324939
346.78689,126,2353.989136
366.785656,134,2360.005656
364.471248,131,2360.642106
374.010668,132,2361.267212
359.658859,132,2361.96654
362.146655,134,2368.330703
358.710573,133,2368.976045
348.647519,130,2369.669257
364.117365,134,2370.44037
364.899644,133,2376.496866
367.07852,133,2377.195053
360.689933,134,2377.900293
347.094538,129,2378.632927
43.759474,25,2384.060775
365.501817,131,2384.808849
365.340796,134,2385.582123
363.029544,130,2386.336975
369.374135,134,2392.300309
41.924764,24,2392.421285
97.169398,54,2392.705583
41.581245,24,2392.809847
44.952338,26,2392.927038
41.358987,24,2393.052633
39.236562,23,2393.15617
44.793934,26,2393.27447
45.08158,26,2393.408951
43.378114,25,2393.542008
40.197455,23,2393.675766
41.331285,24,2393.800753
39.280783,23,2393.917654
44.878249,26,2394.055595
101.462195,56,2394.346342
41.559801,24,2394.469933
39.754981,23,2394.607575
43.898319,25,2394.747937
60.041819,34,2400.048493
43.070945,25,2400.15726
331.153786,123,2400.722986
367.019937,132,2401.422789
40.053499,23,2401.558477
43.223743,25,2401.713653
40.023128,23,2401.8375
39.403617,23,2401.98342
41.825555,24,2402.116151
40.140806,23,2402.244422
39.899088,23,2402.375532
357.187337,131,2408.22399
94.006973,52,2408.483262
359.681071,131,2409.14479
39.4362,23,2409.288254
45.769297,26,2409.437588
284.533002,112,2410.065005
95.197756,53,2410.357697
47.448218,27,2410.531014
41.535316,24,2415.920605
296.470869,114,2416.504331
321.181607,120,2417.058367
284.13388,112,2417.659405
43.860916,25,2417.802127
327.052577,122,2423.608303
354.736395,131,2424.254326
41.421759,24,2424.382797
360.438255,133,2425.126431
305.000062,116,2425.766919
41.761673,24,2425.910793
43.249464,25,2426.048202
98.913496,54,2426.326108
366.952113,135,2432.418175
39.652493,23,2432.528495
364.636043,134,2433.20703
40.231601,23,2433.317154
41.124428,24,2433.460651
41.462486,24,2433.604023
43.513049,25,2433.741446
369.570754,133,2439.674181
41.385108,24,2439.786823
39.610323,23,2439.927855
369.749276,133,2440.548602
39.493706,23,2440.663817
363.466205,132,2441.399121
69.692515,39,2441.60054
363.00992,133,2447.70891
367.655214,133,2448.373946
360.643828,133,2449.031306
41.703002,24,2449.163455
370.177952,132,2449.935791
39.695052,23,2450.080657
368.025795,133,2456.093544
369.927595,133,2456.780781
364.730093,134,2457.56633
351.56534,131,2458.29462
359.049223,133,2464.588175
41.903326,24,2464.712365
41.223749,24,2464.843955
38.095552,22,2464.99366
367.719443,134,2465.75367
331.68496,122,2466.453297
41.386869,24,2466.58612
362.204323,134,2472.88063
366.454812,131,2473.562784
365.830169,134,2474.289797
363.841026,132,2475.133248
370.199862,133,2481.607079
364.482288,134,2482.310283
358.467322,132,2483.054006
104.444397,57,2483.369517
369.090986,134,2489.508564
41.03082,24,2489.635384
367.399128,135,2490.314689
364.835139,132,2491.095825
367.08142,132,2491.801368
43.42627,25,2491.933142
366.879723,133,2498.063184
366.276512,134,2498.715151
365.83717,134,2499.419616
358.46957,131,2500.1452
368.380488,134,2506.396726
366.705153,132,2507.056319
370.942512,133,2507.812534
362.988725,134,2514.311444
369.755619,135,2514.974973
356.194687,131,2515.634894
368.508936,132,2516.372756
369.739151,135,2522.694432
371.666359,133,2523.349881
351.963715,131,2523.984305
365.222567,134,2524.720605
366.849195,135,2530.932809
364.030287,133,2531.61854
81.330665,45,2531.838914
370.948285,133,2532.565405
366.886197,134,2533.274088
368.34383,133,2539.280901
368.146869,131,2539.951944
362.142799,133,2540.70324
369.868342,133,2541.433969
370.040637,133,2547.348943
367.597984,132,2547.988857
359.942566,133,2548.713054
370.023105,134,2554.647585
82.179695,46,2554.870386
362.702583,134,2555.550482
100.240646,55,2555.794176
358.663442,132,2556.598727
369.9117,132,2562.496964
361.95369,132,2563.117871
365.436573,133,2563.727937
363.767919,133,2564.46224
353.149134,128,2570.549481
365.196205,133,2571.154329
95.797835,53,2571.45063
69.701542,39,2571.633033
367.34843,134,2572.297654
366.561829,135,2573.090912
101.432919,55,2578.923095
357.746732,132,2579.605084
368.379948,132,2580.24296
366.670892,133,2580.987347
365.45422,132,2587.013668
64.288983,36,2587.206011
370.140947,132,2587.864265
362.909622,134,2588.636692
366.718127,134,2589.380886
370.77018,133,2595.204129
368.989102,132,2595.890303
370.352099,133,2596.613942
363.844276,130,2602.639078
367.206933,132,2603.301285
358.225426,132,2603.952843
361.431604,133,2604.640778
370.780878,134,2610.647967
370.021675,133,2611.311216
86.684172,48,2611.542064
39.916682,23,2611.658765
369.837081,133,2612.409437
364.236864,134,2613.183429
369.95853,132,2619.228439
368.731726,132,2619.851438
367.921778,132,2620.519228
367.789461,131,2626.939501
365.759273,134,2627.678143
367.311757,134,2628.383017
372.489289,133,2629.151238
371.153904,132,2635.277587
363.036214,134,2635.980699
99.709454,54,2636.240683
152.439571,78,2636.663048
155.369536,80,2637.123402
153.494609,78,2637.590505
358.922116,133,2643.841848
367.45528,135,2644.48372
373.884821,135,2645.204628
370.728324,132,2645.938875
152.562606,79,2651.97505
91.194333,50,2652.193868
79.457365,44,2652.400668
83.29815,46,2652.612201
362.175057,133,2653.307521
361.037303,133,2654.071534
365.96811,133,2660.006932
371.183294,134,2660.648809
368.282036,133,2661.35904
87.046305,48,2661.661942
365.63619,134,2667.962083
369.423441,133,2668.624071
366.497983,134,2669.337939
103.356414,57,2669.627835
367.371105,134,2670.395665
358.22613,132,2676.415934
86.645284,48,2676.646988
85.553211,47,2676.885785
87.291646,48,2677.139597
63.699898,36,2677.324905
85.048662,47,2677.590024
367.934206,131,2678.351629
370.54967,133,2684.289818
363.22644,134,2684.922807
371.080798,132,2685.676502
371.825172,132,2686.413632
370.605746,133,2692.785864
111.986893,61,2693.085917
368.012555,134,2693.794776
96.804555,53,2694.09295
371.02721,134,2694.797579
364.055026,134,2700.989475
103.129123,57,2701.272927
370.426006,134,2701.948354
368.658347,133,2702.66681
367.802157,134,2708.956722
368.717302,131,2709.599984
371.416097,133,2710.247232
364.090814,134,2711.01235
371.574793,132,2717.300854
155.339781,80,2717.706859
365.884429,133,2718.37982
154.998971,79,2718.79432
106.698593,59,2719.128081
370.373333,133,2725.24973
370.134362,133,2725.905673
96.504298,53,2726.161968
368.078915,132,2726.873792
369.555719,133,2727.933078
105.52577,57,2733.754847
362.071101,132,2734.420209
371.583718,134,2735.062063
367.909671,134,2735.7847
363.316054,134,2741.791501
105.004825,57,2742.08837
98.466623,54,2742.365509
362.243654,134,2743.106853
367.520902,134,2743.874284
365.757457,135,2749.97129
371.173459,134,2750.619491
351.793057,130,2751.287013
102.763507,56,2751.598756
99.875533,55,2751.889237
368.431246,132,2757.928198
367.869902,133,2758.60286
364.424751,134,2759.312456
99.181348,54,2759.607422
368.272785,135,2760.403975
151.739984,78,2766.089168
367.606456,135,2766.781066
368.944323,134,2767.536275
370.430576,135,2768.298729
368.543695,131,2774.140414
371.403805,132,2774.832283
149.791768,78,2775.237212
101.049833,55,2775.549444
365.588798,134,2776.272477
369.92385,133,2782.378607
366.800926,132,2783.087833
368.711782,133,2783.856073
370.111745,131,2784.531532
366.175413,134,2790.72216
366.601977,132,2791.341026
152.430268,79,2791.781206
368.541146,133,2792.49007
149.037068,77,2798.45139
364.367786,134,2799.157893
155.143417,80,2799.615422
155.719941,80,2800.039888
364.717906,135,2800.78928
368.260331,132,2806.750693
358.049973,132,2807.376814
366.04765,134,2808.085782
365.698275,133,2808.799165
360.755306,133,2814.938862
367.879227,133,2815.654233
150.132611,78,2816.072094
364.653845,131,2816.81852
39.901976,23,2816.964157
354.680469,131,2822.823025
368.323504,133,2823.520271
365.341564,132,2824.291903
148.933617,77,2824.716617
370.514827,134,2830.728173
359.372777,133,2831.395162
361.15094,134,2832.11693
365.853122,131,2832.859336
363.736298,133,2838.767633
363.547259,132,2839.341853
365.751432,132,2839.944051
367.159353,132,2840.650551
356.079765,133,2846.615933
363.771025,134,2847.301447
359.974858,133,2848.034898
364.223917,134,2848.770077
365.562156,135,2854.813434
367.074073,132,2855.46454
364.616828,132,2856.177947
362.111136,134,2856.906203
370.876437,133,2863.034132
367.721863,134,2863.641474
367.216507,133,2864.329376
367.667276,134,2870.794152
368.665963,134,2871.453248
368.806042,134,2872.159502
370.009538,133,2872.876662
347.217554,129,2879.305672
359.316586,133,2879.962634
366.662807,134,2880.647408
102.520222,56,2880.951474
364.043009,133,2881.684513
362.051219,133,2888.111238
361.943492,134,2888.773826
364.506886,135,2889.546606
366.134962,134,2890.271703
367.178662,133,2896.338732
353.631374,132,2896.95699
363.436931,134,2897.683215
359.677653,134,2903.774835
362.355233,134,2904.440254
367.930007,133,2905.146099
365.816309,135,2905.886167
365.594523,133,2911.858433
364.725194,132,2912.487507
368.70905,133,2913.164418
372.110153,133,2913.939173
41.998702,24,2914.072142
364.730865,135,2919.9162
148.624875,78,2920.31108
146.037596,76,2920.672027
368.530643,132,2921.404231
365.555895,132,2922.167719
368.398363,133,2928.252123
365.159778,134,2928.923818
366.910089,133,2929.698008
364.741228,134,2936.148613
41.166876,24,2936.257894
39.872056,23,2936.362048
357.167633,132,2937.042365
39.678656,23,2937.184231
148.582438,77,2937.601152
100.900632,55,2937.901923
366.253546,132,2938.622718
368.155184,135,2944.809142
152.223617,79,2945.228341
371.463615,135,2945.931865
158.729527,81,2946.388308
143.611705,75,2946.803486
143.609104,75,2952.493023
369.692323,132,2953.145517
368.134698,133,2953.878848
372.056298,135,2954.638279
367.164355,133,2960.439879
143.527084,75,2960.816574
154.117126,79,2961.228501
367.430033,133,2961.964994
368.28937,131,2962.674362
371.660914,133,2969.11675
370.525146,135,2969.808317
359.523879,133,2970.589421
150.724405,77,2971.056266
365.623853,135,2976.897295
363.089514,134,2977.530777
370.496245,134,2978.266871
366.905286,132,2979.032934
374.748867,136,2985.409311
373.67505,133,2986.076486
368.855579,133,2986.662396
368.571881,132,2987.292177
373.049379,135,2993.763845
371.580281,135,2994.475317
143.338963,76,2994.886429
148.567464,77,2995.325226
366.945939,136,3001.803788
149.629013,77,3002.173531
362.478386,135,3002.876558
372.827328,135,3003.630508
369.949766,134,3004.369845
369.008992,133,3010.818657
368.939374,132,3011.541347
365.548056,131,3012.248581
362.672271,134,3018.830388
366.138246,134,3019.491718
365.622287,132,3020.21477
371.075491,136,3021.017898
370.511245,133,3027.343185
149.462673,78,3027.753614
365.226623,131,3028.41064
368.531288,134,3029.111463
368.038835,135,3029.869389
354.765829,131,3036.013363
370.606015,135,3036.76204
366.710768,131,3037.487372
370.491905,132,3043.58656
360.795315,134,3044.29098
363.380317,130,3044.98438
363.676491,134,3045.730542
372.186922,133,3051.895675
365.213777,135,3052.591295
146.193711,76,3053.035331
359.774073,133,3053.827044
365.933609,132,3054.550224
366.696332,135,3060.796709
364.576258,135,3061.496992
369.576842,134,3062.26485
368.089418,133,3068.639047
364.209776,135,3069.35712
368.624529,132,3070.08284
361.823446,134,3070.773248
366.059453,135,3077.171837
368.79933,133,3077.835227
367.881299,134,3078.530655
144.455351,75,3078.90278
155.02228,79,3079.327406
365.564345,132,3085.692099
364.174537,134,3086.45654
364.769116,133,3087.162577
369.703226,133,3087.905939
360.585543,134,3094.133268
143.143359,75,3094.535213
363.849285,131,3095.174174
359.019466,129,3095.802478
143.223257,75,3101.596681
358.497983,133,3102.286291
151.04088,78,3102.724138
143.767704,76,3103.139244
365.169191,131,3103.883954
149.512995,77,3104.32784
143.457181,75,3110.059121
365.651279,132,3110.686559
363.167923,132,3111.360705
361.082934,132,3112.139076
365.106352,134,3118.454317
62.640107,35,3118.649139
365.702085,132,3119.350101
98.86092,54,3119.651574
65.384934,36,3119.856872
362.471529,132,3120.598917
360.296817,130,3126.784609
360.071916,131,3127.445626
146.703202,76,3127.886834
364.181939,133,3128.689995
147.053511,77,3129.132012
361.319415,133,3135.309706
367.553125,132,3136.009984
363.593445,133,3136.736204
142.785156,75,3137.162429
368.563936,135,3143.415921
364.778525,134,3144.128123
357.221354,132,3144.84422
155.206223,80,3145.298134
361.383511,134,3151.659557
39.862884,23,3151.780482
356.930344,133,3152.4361
352.333549,131,3153.185349
145.711226,76,3153.621428
368.560897,133,3159.917392
365.324432,134,3160.62474
358.732389,133,3161.4197
148.682527,78,3161.846806
361.229407,134,3168.363817
359.471673,132,3169.040462
155.736501,80,3169.500925
358.42243,134,3170.205132
361.349037,133,3170.931809
151.69816,77,3177.035744
39.992683,23,3177.175105
149.30561,77,3177.613336
365.297558,134,3178.364285
363.979668,132,3179.166501
145.114755,75,3179.630448
356.903317,133,3185.909514
352.134119,131,3186.592089
103.416499,56,3186.892177
100.87326,55,3187.186151
355.094242,129,3187.955809
158.469453,80,3193.783494
363.549478,133,3194.473211
358.542276,130,3195.242383
359.362487,133,3196.054839
362.792223,133,3202.547544
353.520401,133,3203.226499
150.029764,77,3203.693649
360.720324,131,3204.480228
156.147981,79,3204.952914
362.901696,131,3211.123682
360.929774,132,3211.837244
356.085044,129,3212.548947
142.972156,75,3212.996157
361.990167,132,3219.453646
361.436917,133,3220.100443
356.496079,133,3220.867853
362.254524,133,3221.700171
135.875185,72,3227.704022
360.716216,133,3228.401032
67.753558,38,3228.619955
65.819863,37,3228.822817
357.855131,130,3229.55973
357.078006,131,3230.303651
117.148885,64,3236.051132
142.317989,74,3236.410683
139.752903,74,3236.81144
359.976684,129,3237.486762
359.383052,132,3238.26644
143.447028,75,3244.444104
361.602855,132,3245.126553
360.742649,132,3245.799661
357.317828,133,3246.59862
359.789643,134,3253.091317
364.322703,132,3253.764896
147.114859,76,3254.136528
364.574584,133,3254.862517
137.750151,73,3255.292716
361.538986,131,3261.387446
355.16039,132,3262.060411
361.903321,132,3262.797366
362.125896,132,3263.607078
360.767179,134,3269.820241
144.25314,75,3270.241474
363.421945,132,3270.972106
360.47029,131,3271.707001
358.619086,133,3277.864214
356.263196,133,3278.533171
358.672256,133,3279.279303
45.946505,26,3279.409109
363.466835,134,3280.133961
361.721899,131,3286.250666
352.472581,132,3286.898602
137.131181,73,3287.324862
364.730621,133,3288.089219
365.297733,132,3293.994886
360.453695,131,3294.622134
357.517222,131,3295.314398
362.419205,134,3296.11402
355.898549,132,3302.486027
353.645616,133,3303.197072
361.508576,131,3303.931269
355.755895,131,3304.698002
357.36907,134,3310.892968
149.412611,77,3311.313127
353.350936,133,3312.055694
356.66152,133,3312.801153
368.171927,133,3319.081517
145.521456,76,3319.486437
358.980299,134,3320.183811
156.135361,79,3320.576731
362.706855,135,3321.323377
151.991043,79,3327.454584
144.397828,75,3327.803997
362.019095,134,3328.441819
120.637774,66,3328.784529
360.39149,129,3329.482855
365.069349,131,3335.617362
366.127611,134,3336.320163
364.978283,132,3337.049618
367.278442,131,3337.765472
365.469926,131,3343.885861
355.113088,132,3344.54594
366.961372,134,3345.295259
361.149992,134,3346.029683
362.447234,131,3352.306735
363.806451,133,3353.027468
366.13523,133,3353.76585
365.822171,134,3354.52287
358.751244,134,3360.584424
368.49447,136,3361.302189
359.929564,134,3362.048079
359.774668,133,3368.249557
369.885226,133,3368.923387
364.993953,133,3369.615232
361.961381,135,3370.414443
363.275542,131,3376.835166
364.300653,132,3377.479995
360.642243,134,3378.195583
364.22447,132,3378.983156
360.506414,134,3385.480629
364.391848,132,3386.187037
365.729714,132,3386.908497
361.854531,133,3387.668513
38.129255,22,3387.787679
151.723414,78,3393.722528
362.4633,134,3394.366477
364.460546,132,3395.08521
364.215692,133,3395.849951
40.012507,23,3395.975727
366.084042,134,3401.944176
357.97067,131,3402.574245
70.102723,39,3402.787467
360.672815,134,3403.522728
38.17732,22,3403.648017
39.873412,23,3403.766434
362.959502,135,3410.101474
361.1786,133,3410.729321
357.604038,134,3411.458362
360.505938,132,3412.212022
360.754715,134,3418.523565
363.67662,132,3419.216826
363.12052,131,3419.926592
364.417599,132,3420.802304
148.611634,77,3426.680587
360.761679,131,3427.329236
362.537543,134,3428.096629
365.819967,134,3428.816783
362.215828,129,3434.876062
369.568576,133,3435.577695
363.895598,131,3436.263468
360.698756,133,3437.007154
358.75593,133,3443.217546
355.391935,133,3443.904374
363.589022,134,3444.619517
366.610042,131,3445.336806
365.455823,133,3451.617364
361.319786,131,3452.264722
359.266014,133,3452.997914
346.954729,129,3453.719225
150.077413,78,3459.461415
359.173593,130,3460.167673
361.753299,134,3460.853439
356.947592,133,3461.565048
361.161959,133,3467.563955
369.263543,134,3468.226849
359.87537,134,3468.895761
361.096976,133,3469.626093
369.171544,132,3475.638649
357.326974,133,3476.328019
362.16113,132,3477.061567
361.903978,134,3477.897394
361.638051,130,3484.265222
39.479243,23,3484.372389
37.680319,22,3484.487391
37.780113,22,3484.633722
39.474922,23,3484.755253
38.955576,23,3484.870706
37.225928,22,3484.980531
39.286168,23,3485.119884
37.837802,22,3485.243128
39.422783,23,3485.371366
38.119186,22,3485.482383
39.296301,23,3485.603382
39.189765,23,3485.745443
36.208328,21,3485.87389
39.527077,23,3485.985272
37.956927,22,3486.105235
37.606402,22,3486.231008
37.436896,22,3486.350957
37.530016,22,3486.473233
362.803012,134,3492.875178
361.536328,130,3493.53592
359.200756,134,3494.262178
370.969567,133,3500.626482
367.579705,135,3501.355021
39.809365,23,3501.472134
372.25909,132,3502.18184
38.076725,22,3502.297034
367.77067,134,3503.06454
39.931101,23,3503.196865
361.834504,132,3509.209147
38.00737,22,3509.321474
39.471159,23,3509.438094
38.166282,22,3509.56419
39.476227,23,3509.670271
37.920356,22,3509.783705
38.031429,22,3509.900475
366.601631,133,3510.594387
367.661553,133,3511.32044
39.980981,23,3517.088211
37.967396,22,3517.196846
39.336868,23,3517.296791
38.271887,22,3517.407929
39.546034,23,3517.519688
37.743528,22,3517.635085
36.164801,21,3517.747165
39.696552,23,3517.85658
36.181506,21,3517.98061
364.871721,133,3518.722684
37.977063,22,3518.832052
39.453377,23,3518.982121
366.040115,132,3519.716183
37.946162,22,3525.40285
363.529186,131,3526.170635
38.095546,22,3526.275225
37.94571,22,3526.384477
367.934407,132,3527.125661
365.272897,132,3527.851611
359.066523,133,3534.436143
37.709629,22,3534.547545
364.545103,130,3535.198927
38.007544,22,3535.301743
355.080026,132,3536.087274
37.788691,22,3536.204804
37.926923,22,3536.330001
363.463188,132,3542.809193
362.491554,134,3543.500417
357.678789,133,3544.280026
364.726355,132,3545.078639
364.641398,132,3551.391054
369.469314,135,3552.087685
367.824623,134,3552.74347
367.997707,132,3553.468985
350.678713,131,3559.754991
359.734615,134,3560.434936
361.401263,134,3561.186393
360.700196,134,3561.931444
364.112906,132,3568.17378
362.5907,130,3568.905539
361.67134,134,3569.637546
366.501212,135,3570.454342
360.32639,133,3576.767191
356.396361,130,3577.442663
361.889699,131,3578.154606
358.32935,129,3578.872981
365.612616,133,3585.088558
359.073021,131,3585.781221
364.288505,133,3586.520084
367.41737,135,3592.727616
358.126135,133,3593.494394
364.518977,132,3594.310965
356.789459,130,3595.165168
366.005852,133,3601.653242
366.631455,132,3602.367089
358.009697,131,3603.129697
353.87711,130,3603.871823
362.299013,133,3609.990521
349.802966,130,3610.668194
361.216838,134,3611.428424
362.179086,131,3612.174557
357.612042,134,3618.623974
366.043153,131,3619.249517
363.141594,133,3619.984175
355.320953,132,3620.750633
360.726156,131,3627.078803
325.572738,122,3627.789226
288.063302,113,3628.432538
324.209571,122,3629.130234
306.998369,118,3635.229054
287.346584,112,3635.796184
365.104679,133,3636.463732
353.485299,129,3637.203364
368.75603,133,3643.596291
361.485592,135,3644.251012
364.398397,132,3644.932431
353.968711,129,3645.669724
351.303771,130,3652.137973
302.553935,116,3652.74636
353.330845,132,3653.429847
356.852446,133,3654.165165
361.583711,131,3660.652917
362.995951,135,3661.319142
357.679613,131,3662.057628
363.62614,132,3662.787699
361.336984,132,3668.863148
360.233975,131,3669.442524
360.27123,134,3670.182311
318.885953,120,3670.833138
360.867848,131,3677.215908
355.790865,132,3677.907362
359.655789,131,3678.535409
364.816066,133,3679.248768
362.6308,130,3685.364496
357.040698,133,3686.006374
358.745467,134,3686.721884
353.890652,128,3687.458574
357.614718,129,3693.76198
368.517632,132,3694.434188
354.235119,130,3695.13906
357.782663,131,3695.868927
355.89661,129,3701.965895
356.704162,133,3702.676739
361.683491,132,3703.406477
358.82809,130,3704.148772
361.114345,134,3710.340381
357.260545,133,3711.083963
350.16276,131,3711.841005
362.688744,132,3718.102584
365.205831,133,3718.765382
356.579224,130,3719.445501
304.474824,117,3720.083168
351.461108,129,3726.494276
366.014218,132,3727.234595
356.85424,130,3727.882872
360.024929,134,3728.555669
353.215911,129,3734.909085
362.699227,133,3735.583186
365.085636,132,3736.292297
364.007707,131,3736.974496
312.663704,119,3743.31609
366.361345,132,3743.959214
361.693677,135,3744.687219
353.835972,130,3745.403218
354.801085,132,3751.545107
355.534411,133,3752.216558
358.683769,130,3752.908146
356.17798,133,3753.659522
357.135478,133,3759.960899
356.285852,132,3760.607978
351.615232,132,3761.332512
356.705807,132,3762.138141
352.043077,132,3768.411075
359.739789,134,3769.085894
320.376064,122,3769.795261
343.711405,129,3770.51445
360.333323,132,3776.67196
367.321994,133,3777.418756
368.875154,134,3778.174937
365.120112,135,3778.948817
364.694821,134,3785.341546
366.163938,131,3786.093729
364.301171,132,3786.878758
159.493989,80,3787.332355
362.766087,131,3793.527894
364.153417,132,3794.201404
368.864823,134,3794.949649
360.307448,130,3795.6615
350.29726,131,3802.029499
351.804104,131,3802.736782
360.149732,130,3803.40295
356.574395,133,3804.158816
348.942412,131,3810.254457
355.5417,131,3811.003652
355.309337,129,3811.708096
357.373208,131,3812.435923
353.887454,128,3818.810507
354.932066,129,3819.447135
350.281782,132,3820.193629
359.703862,130,3820.941079
365.352539,132,3827.547529
352.023392,128,3828.285728
360.957339,133,3829.045043
359.690846,134,3829.856965
361.759123,133,3836.044801
360.709686,130,3836.753608
353.484827,132,3837.479938
355.035144,131,3843.895557
358.884115,133,3844.53576
364.29202,133,3845.215293
354.898276,132,3845.947052
360.63032,134,3852.459087
364.413866,132,3853.165107
367.852089,134,3853.936664
358.279013,129,3854.628769
358.141836,132,3860.998645
363.798986,134,3861.698439
352.004221,132,3862.413029
358.044437,132,3863.148202
363.538087,132,3869.638108
362.781128,132,3870.309468
363.971764,133,3871.053052
358.01037,129,3871.761721
354.409098,127,3878.047861
365.27122,133,3878.736753
357.176919,132,3879.422787
355.253779,133,3880.189957
364.310938,135,3886.345688
366.202874,132,3887.025466
362.446495,134,3887.758561
355.735523,132,3888.492953
355.412972,130,3895.069469
366.950133,134,3895.800599
360.894734,134,3896.582543
355.234627,131,3897.373191
343.995627,130,3903.817581
343.028466,128,3904.517383
346.786968,131,3905.260512
364.431982,134,3906.138721
359.25513,130,3912.306306
360.758099,134,3913.034287
354.263008,130,3913.743638
362.339904,130,3920.254217
365.045243,134,3920.933498
355.630739,132,3921.54218
360.513799,132,3922.203662
365.211807,134,3928.757556
355.267613,128,3929.428928
356.178687,134,3930.157607
346.820602,128,3930.922454
359.727476,134,3937.142118
350.087131,131,3937.807423
357.150938,133,3938.576792
360.111729,131,3939.34663
358.734692,130,3945.81451
362.150684,134,3946.505777
364.061044,133,3947.21287
364.757407,134,3948.045444
350.355261,132,3954.310816
354.621446,129,3954.950203
355.711393,128,3955.643485
358.109132,131,3956.368328
356.014475,133,3962.375639
355.381403,128,3963.00186
353.916637,132,3963.778415
