#{"t_start": 1742559698.597759, "env_id": "Hopper-v5"}
r,l,t
373.22017,133,786.173343
375.593931,135,786.854856
374.840494,137,787.613663
171.659229,84,788.08484
370.573545,136,793.870858
373.728439,136,794.477181
368.79734,135,795.148792
368.427655,135,795.868589
373.484916,135,802.221106
368.814964,134,802.883697
365.14377,134,803.539796
365.108288,134,804.26031
373.988043,133,810.385235
292.238307,112,810.976224
371.282705,132,811.656774
361.14729,133,812.417277
373.175236,132,818.476624
274.277365,111,819.024145
374.527032,135,819.694222
372.278015,135,820.451818
326.873848,124,826.414906
367.166044,135,827.083766
370.397305,133,827.750797
374.76401,134,828.482531
375.896403,135,834.506618
370.947158,134,835.14464
366.887001,135,835.817315
371.616159,135,836.589813
372.387446,132,842.716935
368.221096,135,843.403009
367.571671,135,844.105421
370.065545,134,844.903954
373.680854,134,850.725209
366.291345,134,851.374451
358.680363,133,852.049905
265.727802,108,852.669088
371.449145,132,858.723354
265.342073,106,859.227598
370.002891,135,859.954017
372.976884,133,860.69338
369.466203,134,866.985228
373.750083,136,867.677558
371.241083,135,868.386606
363.66349,134,874.678996
370.678294,132,875.347053
374.842899,134,876.013458
376.201522,135,876.767978
370.226827,134,882.907021
370.987956,135,883.55013
344.87825,129,884.146471
372.16154,133,884.826195
373.819917,134,891.002227
367.845023,134,891.654382
373.818034,133,892.237835
360.055728,133,892.852201
373.591099,132,898.96559
373.14174,133,899.678592
373.475769,136,900.491274
373.060501,133,901.233394
371.852871,133,907.469236
372.460962,134,908.185336
363.163132,133,908.943594
372.412123,132,909.687346
367.769943,135,915.502765
370.720558,136,916.194105
371.563665,132,916.923056
370.83048,134,922.65076
369.830268,136,923.261396
353.31629,131,923.920621
371.828904,134,924.682489
375.233391,134,930.944372
373.716803,132,931.589236
374.48135,133,932.291279
372.68893,133,933.022958
369.399869,135,939.081113
374.600905,133,939.735744
369.827744,135,940.426024
369.338453,135,941.154184
376.636179,134,946.912806
372.121153,133,947.585633
338.42683,127,948.2493
369.290722,135,948.991541
363.02703,134,954.81949
372.752537,134,955.454841
372.966346,135,956.20598
372.130968,133,956.959731
371.623206,132,963.339544
363.499728,134,964.197805
355.599833,131,964.949429
376.045956,135,971.385411
375.02937,134,972.058697
371.849941,135,972.766742
368.579826,135,973.482499
374.284805,134,979.898428
366.137893,135,980.557406
370.742949,133,981.277637
363.304649,134,982.082952
372.81126,136,988.081402
370.991654,134,988.738871
370.256994,134,989.408381
372.228705,132,990.115631
149.704863,77,995.604685
369.914197,133,996.302046
375.382636,133,997.025559
375.070863,135,997.756359
221.161814,96,1003.693571
372.728423,134,1004.380541
372.020683,133,1005.015536
364.710409,134,1005.728971
370.559284,135,1011.933528
361.448589,133,1012.627663
368.922268,135,1013.365813
369.79701,133,1014.131109
365.336004,134,1020.098029
366.354512,133,1020.721625
373.016303,135,1021.481171
370.994501,133,1022.28975
369.267722,134,1028.467717
366.889777,135,1029.1446
362.266677,134,1029.840562
369.746655,133,1030.589724
367.506934,134,1036.472466
366.832347,132,1037.056971
351.211771,130,1037.758625
366.03579,135,1038.509366
367.422661,133,1044.394546
364.827007,133,1045.008159
369.933026,133,1045.71349
359.521756,133,1051.84942
220.330019,97,1052.36815
361.949691,133,1053.017358
370.187502,133,1053.752871
366.375574,133,1054.504
364.314612,133,1060.773792
363.860161,133,1061.416306
367.597055,133,1062.179842
363.443474,134,1068.587378
359.474962,131,1069.242614
362.563454,134,1069.926991
359.390172,133,1070.6585
366.360222,134,1076.639096
365.922165,133,1077.310681
370.623199,133,1077.939416
151.312291,77,1078.327682
361.513543,134,1079.073539
130.44728,71,1084.907858
366.93196,132,1085.546312
149.138885,77,1085.898807
117.640424,64,1086.199048
361.553592,132,1086.879447
360.568659,133,1092.974479
361.937735,131,1093.63123
367.674791,133,1094.307908
367.487705,133,1095.01585
368.126267,133,1101.263536
374.05792,134,1101.900592
363.71383,135,1102.640832
364.605296,134,1108.663
371.291382,133,1109.287453
362.987629,132,1109.949496
358.578541,132,1110.677233
373.87626,133,1117.04671
364.426747,133,1117.684438
371.169276,134,1118.356165
368.598995,133,1119.076236
359.589757,133,1125.154406
360.878728,134,1125.792777
361.162792,134,1126.494737
372.75861,135,1127.216751
357.568938,133,1133.552546
366.906847,135,1134.188601
358.570592,133,1134.888141
368.219687,133,1135.588334
370.944001,134,1141.68799
372.818606,135,1142.349631
369.444991,133,1143.112624
364.829349,132350.199083,1000,25604.45726
1981.278851,1000,25678.855648
1802.917821,1000,25754.295025
1047.058475,1000,25829.794321
1047.990401,1000,25905.11614
1050.817341,1000,25980.261057
1859.850767,1000,26056.697765
2111.482233,1000,26132.511479
2141.822133,1000,26207.763992
2059.940846,1000,26282.932107
336.102509,218,26299.485071
1051.85474,1000,26375.386573
313.520466,151,26386.59956
280.824615,143,26397.412384
253.755077,146,26408.207752
310.817431,168,26421.276639
284.153184,174,26434.384345
296.84662,166,26446.846962
343.358798,188,26461.076798
400.202827,250,26479.995523
525.596623,288,26502.152337
306.432109,166,26514.467976
368.181366,215,26530.900803
272.13636,152,26542.403298
254.630037,131,26552.344392
263.156409,131,26561.957268
260.606191,118,26570.693837
134.882394,76,26576.821542
275.260164,124,26586.174355
316.165097,141,26596.841154
344.910808,144,26607.775467
312.526529,141,26618.485425
304.87358,147,26629.554512
326.295415,139,26640.220483
310.101175,131,26650.025525
330.474453,129,26659.540364
374.432951,148,26670.969719
343.76761,147,26681.980249
304.500614,134,26692.134137
280.850157,126,26701.853371
304.76873,132,26712.039512
290.637712,129,26721.637121
304.213054,132,26731.732327
331.917398,138,26742.380802
355.801314,144,26753.217357
454.546901,167,26766.183502
369.037887,147,26777.489411
336.937152,139,26787.818332
444.308969,169,26800.699882
480.358138,174,26813.837178
570.232742,204,26829.193081
540.066473,199,26844.18732
591.744854,216,26860.570584
511.152754,202,26875.73117
679.485183,262,26895.586753
386.008014,174,26908.546961
2491.691455,858,26972.863714
952.467447,325,26997.892721
1150.706257,443,27031.803112
2468.365818,1000,27107.226419
2415.78999,840,27169.990765
950.842236,347,27196.2794
1138.165704,401,27226.453991
841.432213,303,27249.497642
1367.766309,484,27286.415484
1344.165904,451,27320.482915
2398.044975,869,27386.24401
2240.790805,1000,27461.983953
1777.009653,1000,27537.679869
1395.26155,1000,27612.794812
1127.328061,1000,27688.562468
1561.867268,1000,27764.202397
2266.3439,1000,27839.90656
2165.704506,1000,27915.70723
2324.064496,1000,27990.242442
2155.061637,1000,28064.861085
1773.435526,1000,28140.574757
1804.871831,1000,28216.423728
1384.155533,1000,28290.925278
1047.52157,1000,28365.840189
1043.76085,1000,28440.353349
1046.504748,1000,28514.975405
1048.041883,1000,28589.188584
1048.053082,1000,28663.198046
1149.620382,1000,28738.327442
652.839901,511,28777.087002
1208.459924,1000,28851.671001
1040.717534,1000,28926.032715
1478.291526,1000,29000.789517
1815.818242,1000,29076.019197
1564.493472,1000,29151.510169
1772.567151,1000,29225.935798
1936.537383,1000,29309.946134
1372.870259,1000,29390.11093
1044.523645,1000,29468.025792
1044.108609,1000,29545.949245
1044.972269,1000,29623.308813
1045.73804,1000,29703.95077
1034.955104,1000,29783.735642
1035.112588,1000,29863.467946
1038.279051,1000,29941.4698
1033.902315,1000,30019.360946
1034.926637,1000,30097.720129
1037.427368,1000,30175.982573
1040.593974,1000,30253.097106
1041.145791,1000,30328.821971
241.110377,146,30340.135387
2222.05882,1000,30419.365998
2263.302529,1000,30498.991906
2236.211251,1000,30580.381261
2166.011108,1000,30659.345543
2189.132511,1000,30736.268348
2229.247367,1000,30812.489798
2246.97583,1000,30891.27311
2252.935828,1000,30968.585598
2244.96559,1000,31049.737283
2229.821521,1000,31128.094309
2263.500337,1000,31207.464159
2285.220781,1000,31285.22578
2329.382347,1000,31364.920909
2324.722968,1000,31444.572865
2310.446061,1000,31524.181865
2599.369999,1000,31601.683001
2526.46751,1000,31680.343752
2578.909815,1000,31759.111743
2497.667155,1000,31836.864635
2377.9629,1000,31915.047429
2404.569601,1000,31993.656277
2291.148526,1000,32071.92674
2347.051556,1000,32150.623013
2412.215424,1000,32228.903683
2387.408038,1000,32306.719993
2312.210037,1000,32385.749358
2389.557553,1000,32461.136823
2097.64325,1000,32540.698504
1714.099503,1000,32615.931895
1353.730189,1000,32677.497672
,133,1427.853592
70.635683,39,1428.068916
367.332201,133,1428.79534
363.898129,134,1434.59128
144.681248,75,1434.978012
361.940044,134,1435.647063
368.074425,133,1436.409668
298.196549,117,1442.490126
365.594325,133,1443.165869
362.411599,134,1443.838469
365.692783,133,1444.622945
142.04315,75,1445.009901
364.651562,133,1451.31824
370.750721,133,1451.977584
365.24333,133,1452.702937
149.274795,78,1453.12745
361.418269,134,1459.646234
365.602909,131,1460.294868
136.954584,73,1460.637622
371.394269,133,1461.362738
369.14728,132,1467.50138
137.152467,73,1467.835019
365.42731,133,1468.504276
361.872268,132,1469.215849
365.259184,132,1475.506326
366.289388,130,1476.137963
362.204337,133,1476.803091
365.384035,132,1477.523947
146.390415,77,1477.948102
362.332845,133,1484.217668
368.849098,132,1484.886189
366.623006,133,1485.611056
363.816034,132,1486.367226
145.550286,75,1492.417402
363.407405,132,1493.059364
364.436455,134,1493.717618
369.145915,132,1494.367685
359.16789,132,1500.653354
357.858261,132,1501.334236
365.773991,134,1502.060433
368.648288,133,1502.803092
370.743061,132,1508.919077
364.606123,132,1509.618714
370.90793,132,1510.313735
138.770229,73,1510.726371
368.540118,132,1516.80741
139.452821,74,1517.136025
369.590882,132,1517.790403
368.293449,135,1518.457015
364.134193,133,1524.623758
359.523108,133,1525.234639
359.375977,133,1525.91211
367.023837,135,1526.658889
369.581079,133,1533.005428
354.389923,132,1533.71468
363.334001,135,1534.502777
354.272543,132,1535.262375
149.308005,77,1541.267989
356.756244,133,1541.911406
362.796267,133,1542.554796
363.492268,134,1543.256574
370.571797,132,1549.548198
353.101967,132,1550.211966
360.159106,134,1550.891842
366.004509,133,1551.636399
143.611897,76,1552.075357
357.957044,133,1557.907455
366.180876,133,1558.637458
361.758693,132,1559.383253
277.663327,111,1560.040915
365.551196,132,1565.975182
361.162012,134,1566.662089
140.53994,74,1567.059839
131.896548,71,1567.46337
84.263303,46,1567.710528
361.820093,134,1574.049859
362.384508,134,1574.890328
364.646709,132,1575.706608
362.934951,134,1576.578394
359.702401,133,1583.348609
356.897901,132,1584.035641
134.871879,72,1584.375431
360.768078,133,1585.076477
359.72997,129,1591.037185
126.714988,69,1591.366366
355.027374,131,1591.973812
309.833809,119,1592.587468
368.842914,133,1593.334242
133.481814,72,1599.465874
364.553514,134,1600.098322
368.81121,132,1600.855327
143.900803,76,1601.258308
141.243302,74,1601.695677
358.239224,133,1607.793203
129.535031,70,1608.154104
179.94202,86,1608.577302
136.504864,73,1608.974571
365.089634,133,1609.721268
363.967743,134,1615.647338
367.866191,131,1616.28796
141.671979,75,1616.687935
138.524791,73,1617.115651
144.299987,75,1617.584715
369.948341,132,1623.743232
356.868385,132,1624.390041
131.594693,71,1624.731502
129.785587,70,1625.107715
361.449492,134,1625.850449
134.36186,72,1631.742631
362.874415,134,1632.412632
367.937527,131,1633.077555
360.238571,134,1633.792208
145.919516,76,1634.213484
367.090498,131,1640.38728
177.656838,85,1640.804277
103.345562,56,1641.107065
129.90882,70,1641.494728
139.422294,74,1641.935649
132.206788,71,1642.31273
358.089647,133,1648.231497
365.287611,131,1648.903389
363.222767,134,1649.600285
131.931791,71,1650.010501
180.65366,86,1650.550405
180.799168,86,1656.51428
357.208139,133,1657.172429
132.706908,71,1657.545711
131.726858,71,1657.927954
366.164655,133,1658.651889
364.997262,135,1664.330926
368.382051,131,1664.935765
362.259638,134,1665.669342
363.204795,134,1666.463484
153.356365,78,1672.23973
366.739951,131,1672.915699
357.084131,132,1673.604699
359.077428,133,1674.347575
359.05424,132,1680.69485
358.268334,133,1681.380588
139.731696,74,1681.74782
130.889373,71,1682.168473
183.01082,86,1682.663251
145.156729,76,1688.19458
291.875528,114,1688.729998
357.693623,133,1689.370528
289.620962,112,1689.97212
353.34417,132,1690.704975
282.335355,110,1696.500619
141.457477,75,1696.892107
359.821813,132,1697.521761
131.404034,71,1697.899498
142.57243,75,1698.314744
365.535793,132,1704.416769
354.310055,132,1705.065444
360.823129,130,1705.742576
71.105419,39,1705.977853
99.271324,54,1706.271582
140.996936,75,1706.649876
353.83323,130,1712.865473
139.056952,74,1713.183378
356.032864,131,1713.847121
361.741165,130,1714.570261
85.852043,47,1714.861922
141.448134,74,1720.938404
364.649551,131,1721.559382
350.87812,132,1722.291491
355.848712,131,1723.008296
140.624087,74,1728.926107
356.68718,131,1729.562345
156.585836,79,1729.952957
158.658873,81,1730.375093
363.836581,130,1731.09011
138.999612,74,1737.08361
355.861508,131,1737.783362
358.516347,132,1738.441792
146.703119,77,1738.89065
351.758695,132,1739.628135
132.452198,71,1745.550797
355.333655,132,1746.227187
185.357027,87,1746.685975
143.995164,75,1747.10613
353.258528,132,1747.867158
358.992123,133,1753.958631
171.973631,84,1754.399431
184.477269,86,1754.816002
356.020348,131,1755.566762
364.325793,131,1761.439118
350.772061,131,1762.084001
172.395076,84,1762.503839
353.557841,130,1763.190975
360.189096,131,1763.933575
365.215895,132,1769.846986
356.717147,130,1770.581594
357.09037,131,1771.355566
133.824357,72,1771.772187
351.40216,132,1778.206059
149.29155,77,1778.568139
141.188926,74,1778.917586
152.405689,78,1779.317685
185.291794,87,1779.757369
143.889194,76,1780.17429
144.46598,75,1786.07531
352.237777,132,1786.728868
347.22381,131,1787.379361
364.8444,132,1788.109337
358.259592,130,1793.960454
352.261662,129,1794.586489
140.984246,75,1795.00123
356.087347,133,1795.717522
129.041212,70,1796.090307
172.327977,84,1802.158489
353.074444,131,1802.810329
358.060446,133,1803.593633
129.722169,70,1803.957798
365.587116,132,1804.637285
83.587347,46,1810.400562
147.242551,76,1810.776117
149.534365,78,1811.161827
357.173602,133,1811.83691
167.633221,84,1812.301747
141.033761,75,1812.695498
354.938103,130,1818.815599
140.835796,75,1819.205261
132.074108,71,1819.523438
363.399363,131,1820.126517
171.812563,83,1820.55148
172.226605,85,1821.023601
362.602644,133,1827.353964
174.851562,86,1827.80668
358.596345,131,1828.48614
365.268142,132,1829.230667
353.699592,130,1835.245233
363.650268,133,1835.924904
357.994675,131,1836.658432
361.839692,133,1837.472806
362.547927,133,1843.884453
364.729006,132,1844.586178
182.352683,88,1845.093675
356.343429,132,1845.99373
360.106587,132,1852.512014
362.513913,133,1853.167773
139.760266,74,1853.543246
145.893,76,1853.969766
172.788202,85,1854.436224
147.121194,76,1860.203546
143.32461,75,1860.560688
137.434016,73,1860.904648
169.031954,83,1861.338217
101.571808,55,1861.647497
368.630365,133,1862.379351
371.601478,133,1868.39318
358.956867,130,1869.044547
363.090769,132,1869.689408
366.747205,135,1870.4069
143.481673,75,1876.286876
359.8557,132,1876.932432
362.014488,133,1877.680588
360.916351,131,1878.446753
152.662643,79,1878.854791
361.387224,132,1884.907188
361.397176,131,1885.543415
152.810583,78,1885.975006
368.28613,132,1886.695658
362.8476,132,1892.619518
361.929889,132,1893.304393
360.19827,133,1894.032253
354.861645,132,1894.775264
124.742937,68,1900.573439
367.019614,132,1901.198941
179.580942,86,1901.608586
365.044457,133,1902.381031
362.983805,131,1908.432416
367.091585,132,1909.057852
129.470236,70,1909.42802
364.437712,132,1910.097781
362.887044,133,1910.809168
366.292972,132,1916.90731
362.565922,134,1917.56639
129.104457,70,1917.950426
147.056604,77,1918.380741
131.068458,71,1918.797771
146.991485,77,1924.734622
363.034881,133,1925.399727
154.929517,79,1925.795279
357.843685,133,1926.505148
365.10638,133,1927.215581
365.224581,133,1933.30026
366.169547,132,1933.894379
362.386545,133,1934.5972
142.497419,75,1934.960872
361.590042,132,1941.058434
368.442624,132,1941.712574
126.25136,69,1942.036609
364.633492,132,1942.731015
361.598554,133,1948.964232
366.007701,134,1949.668857
359.458567,133,1950.414494
355.244969,131,1951.111283
356.654712,133,1957.214328
362.427543,132,1957.892679
361.041823,134,1958.609981
177.658126,85,1959.150952
358.301977,133,1965.077801
357.254085,133,1965.755118
359.868634,132,1966.449667
353.105697,131,1967.199915
357.510705,133,1973.318212
359.898103,132,1973.947144
361.722163,134,1974.69217
364.718662,133,1975.451207
363.275608,131,1981.738452
355.546445,132,1982.39207
361.54522,132,1983.094427
131.555846,71,1983.46182
371.852228,133,1984.264668
367.358787,133,1990.320795
363.162502,132,1991.009501
127.04409,69,1991.379548
363.088913,134,1992.130518
356.135065,133,1998.087816
360.609707,133,1998.712892
187.807667,88,1999.182415
145.472209,76,1999.599486
356.327857,132,2005.505305
288.232234,115,2006.064156
360.167894,130,2006.690248
360.348908,131,2007.391268
356.773671,132,2013.543363
362.237462,130,2014.206819
354.271525,132,2014.864633
356.81665,133,2015.609408
288.846781,115,2016.257427
358.091687,131,2022.550692
147.258293,77,2022.978854
356.882946,133,2023.731528
356.767055,132,2024.481124
362.942194,132,2030.61069
357.951,133,2031.286213
302.762664,116,2031.93071
352.099434,131,2032.6408
