#{"t_start": 1742559698.5939453, "env_id": "Hopper-v5"}
r,l,t
373.735194,133,771.341389
88.346411,48,771.589905
376.560765,136,772.342484
375.585249,134,778.49937
177.882244,85,778.99951
131.601972,71,779.3713
375.142086,135,780.08441
369.556686,134,786.172269
49.862313,28,786.319755
104.075952,57,786.598504
372.022275,133,787.335701
371.920166,132,788.046518
361.992133,133,788.778988
377.201867,137,794.435281
375.160987,135,795.10162
374.915673,134,795.81711
374.251554,135,802.183913
252.036896,103,802.674309
370.841828,135,803.337904
375.84001,134,804.028191
374.560374,135,810.163215
254.64898,104,810.729051
375.79252,137,811.453375
368.75556,133,812.209476
372.936609,133,818.297045
371.556215,133,818.928194
369.980693,134,819.600959
369.457829,134,820.348
375.35695,134,826.36892
371.045631,134,827.035665
370.853806,135,827.712485
376.354024,134,828.441414
370.192369,133,834.459032
273.208927,107,834.940831
373.428182,134,835.616608
371.57187,132,836.351142
372.621152,136,842.548067
373.761233,134,843.211215
372.116498,133,843.900223
372.491502,134,844.653282
372.491295,133,850.539295
76.453223,42,850.728488
369.98035,134,851.377603
369.140487,135,852.062934
365.659163,134,858.240032
361.049649,133,858.85992
357.314869,130,859.513523
373.101599,133,860.23134
141.651979,74,860.652763
369.534895,135,866.953151
342.790469,127,867.599774
370.046171,135,868.297928
367.558605,135,869.055703
373.21789,134,875.262718
366.647648,133,875.943694
353.51331,131,876.670603
373.068432,134,882.837137
373.853498,135,883.455394
357.031259,132,884.080461
371.031785,133,884.754391
372.663928,132,890.929374
348.906111,130,891.564679
373.451253,132,892.1471
376.396944,135,892.755833
351.678865,130,898.83138
372.459431,132,899.571416
374.316224,134,900.335062
371.52442,133,901.100467
368.538363,133,907.355491
356.197521,130,908.04069
372.931291,133,908.778404
371.253737,132,909.52832
358.373785,132,915.346543
373.722119,134,916.009093
374.302375,136,916.780161
365.090594,134,917.470784
368.715482,135,923.110824
372.147304,134,923.772888
370.747733,134,924.503841
372.442685,136,930.783956
350.455876,130,931.460984
375.715354,135,932.162619
318.375746,122,932.828766
358.946946,133,938.901431
376.368884,134,939.549705
356.979224,132,940.203762
375.057816,134,940.933236
374.161647,134,946.729612
364.475694,134,947.359506
372.632729,133,948.050926
368.000286,135,948.818134
373.622222,134,954.618022
356.000826,131,955.271721
372.480427,133,955.987182
374.235421,133,956.741879
372.5887,136,963.125631
368.302202,135,963.975824
367.115982,135,964.753208
368.027322,135,965.563241
372.897077,134,971.8917
367.244852,135,972.600197
370.593784,132,973.309234
372.679487,135,974.047703
366.901739,135,980.406873
366.31774,135,981.109669
370.298609,134,981.884655
374.91841,136,987.918008
368.538338,135,988.589375
360.87625,133,989.262743
372.308422,136,989.970716
352.020493,131,995.75387
364.842232,134,996.461408
373.515786,134,997.181785
374.504263,133,997.916973
373.76889,135,1004.009102
373.120711,135,1004.68196
370.511151,132,1005.3517
367.879482,135,1006.121075
367.502875,135,1012.277681
362.84244,133,1012.955038
368.272048,134,1013.760869
371.234271,134,1014.496687
367.839249,135,1020.412994
365.666682,135,1021.122085
367.677268,134,1021.885506
370.373047,134,1028.145867
367.585195,135,1028.808716
368.432976,131,1029.484713
155.896119,79,1029.901476
367.926286,134,1030.672944
369.73201,134,1036.541916
377.914767,135,1037.139874
372.097305,134,1037.871513
371.790353,135,1043.890696
370.238715,133,1044.493307
363.975097,134,1045.116835
242.0681,101,1045.662821
370.233738,136,1046.409902
366.172333,132,1052.486964
359.199794,134,1053.162902
206.957793,92,1053.700205
216.283999,96,1054.225825
370.086964,132,1060.535398
290.505398,114,1061.087799
360.77661,134,1061.776897
226.000741,99,1062.391357
369.334248,134,1068.730963
363.186657,132,1069.42093
360.91848,2538.160596,1000,25523.154691
2316.633176,1000,25597.805594
2065.809988,1000,25672.279905
1821.324325,1000,25747.53789
1046.678979,1000,25823.219219
1046.827177,1000,25898.433852
1049.256844,1000,25973.681048
1052.371843,1000,26049.852823
1051.714164,1000,26125.81251
2093.532867,1000,26201.331612
1049.949823,1000,26276.224489
371.199157,251,26295.039131
271.170141,158,26307.448424
1052.246097,1000,26382.933758
305.921239,160,26394.977595
287.721399,153,26406.477519
391.943407,193,26421.278433
400.2631,227,26438.398075
329.69817,189,26452.683322
345.500111,196,26467.300491
386.566351,230,26484.993058
390.661211,239,26503.217591
340.639887,188,26517.427952
357.399328,214,26533.704937
280.274604,151,26544.916774
241.001455,125,26554.333341
230.579432,115,26562.877633
304.895675,147,26574.124081
67.077017,38,26577.113362
69.505209,40,26579.902068
69.25368,40,26583.240574
66.863222,37,26585.969024
66.083308,37,26588.73202
69.959692,39,26591.851071
248.479279,99,26599.251415
353.691859,146,26610.227582
319.074247,145,26621.256805
318.682222,142,26632.12673
340.438007,133,26642.120461
341.506005,137,26652.283868
326.45538,135,26662.525954
348.554099,136,26672.993464
335.432267,146,26683.888501
306.064866,134,26694.088678
279.772897,128,26704.037381
307.51033,133,26713.969677
300.638473,132,26723.962873
386.453364,153,26735.816065
297.770436,131,26745.770402
325.2371,138,26756.206258
293.347059,130,26766.353008
412.446509,158,26778.419829
334.998056,140,26788.937933
373.903803,151,26800.4122
384.419901,153,26811.803266
412.651816,164,26824.317964
595.03548,208,26840.13792
583.514004,214,26856.391123
740.799273,261,26875.814286
694.510128,266,26895.992807
587.362138,240,26913.89082
1392.28685,465,26948.711874
1212.600318,399,26979.115705
920.070054,338,27004.707499
1585.780613,498,27043.054829
2544.78905,1000,27118.119604
1313.268622,470,27153.091453
1368.623247,513,27191.800483
1417.1847,512,27230.634759
867.422848,313,27254.468038
832.817625,306,27277.609289
1294.197186,471,27313.076211
2090.403065,781,27372.35252
2248.231733,1000,27448.113351
2099.248122,1000,27523.884882
1473.820461,1000,27599.124978
1416.071134,1000,27674.868836
1589.549482,1000,27750.470017
2250.306246,1000,27826.097064
2201.994235,1000,27901.621555
2333.214393,1000,27976.583318
2205.347851,1000,28051.122301
2007.510203,1000,28126.606378
1733.170212,1000,28202.247893
1705.139018,1000,28277.333927
1047.825507,1000,28352.236833
1047.415674,1000,28426.793667
1044.844071,1000,28501.287957
1854.028821,1000,28575.334143
1045.018112,1000,28649.685133
1064.221639,1000,28724.783947
804.482615,677,28775.679152
1079.071175,1000,28850.234757
1005.698683,848,28913.343369
1265.497874,1000,28988.252841
1584.062238,1000,29063.353447
1435.381583,1000,29138.570598
1826.615558,1000,29213.395314
1967.39377,1000,29294.646369
1390.872079,1000,29376.68768
1045.05261,1000,29454.781085
1043.399089,1000,29532.260827
1045.93077,1000,29610.035267
1046.262203,1000,29691.117517
1036.280226,1000,29770.608154
1036.269103,1000,29849.422417
1036.083816,1000,29928.460289
1033.11068,1000,30005.387972
1035.120116,1000,30084.269918
1037.154761,1000,30162.559398
1040.917115,1000,30240.397585
466.71335,231,30257.735263
1042.319223,1000,30333.644124
2201.043829,1000,30412.727848
2279.452362,1000,30492.223842
2254.913076,1000,30573.3852
2136.806837,1000,30652.915571
2195.280587,1000,30729.865392
2222.382878,1000,30806.11858
2239.374694,1000,30884.472235
2239.158811,1000,30961.826079
2186.962953,1000,31042.619213
2237.359554,1000,31121.278128
2255.370657,1000,31201.067627
2356.648434,1000,31278.659493
2361.028139,1000,31358.253789
2422.500902,1000,31437.627882
2631.43033,1000,31517.674358
2624.198319,1000,31595.029387
2565.149372,1000,31673.669601
2528.061304,1000,31752.488622
2395.986041,1000,31829.879962
2414.129714,1000,31908.383704
2249.871664,1000,31986.990684
2332.082324,1000,32065.36198
2334.559301,1000,32144.036151
2459.978595,1000,32222.02321
2462.966452,1000,32300.181938
2455.696793,1000,32379.206181
.720362,77,1353.437861
363.099531,134,1354.160299
371.301226,132,1354.911252
372.99869,133,1360.933722
367.387883,133,1361.566853
147.914673,77,1361.972522
372.512811,135,1362.744441
141.012701,75,1363.141473
358.500838,132,1369.459535
369.96422,134,1370.145962
359.205283,130,1370.859183
142.431324,75,1371.279172
367.501835,133,1377.330749
370.889699,135,1378.028429
132.752709,72,1378.416065
364.024062,133,1379.16592
368.950167,134,1385.269401
369.731689,134,1386.052274
371.047491,133,1386.791653
370.478667,133,1387.534025
355.292116,131,1393.608306
371.958998,134,1394.29668
362.599817,133,1394.996436
149.093281,77,1395.425787
137.849959,73,1395.861015
369.775583,133,1402.160383
360.067368,130,1402.809962
365.975101,134,1403.520885
365.412598,133,1404.267807
367.473837,133,1410.646613
150.249493,77,1411.062371
369.477823,134,1411.817289
366.458874,134,1412.615587
352.558489,130,1418.6444
361.17258,133,1419.339449
146.776838,77,1419.750036
361.719987,134,1420.532739
141.747675,75,1421.06022
74.206614,41,1426.569391
363.629226,133,1427.25976
70.31396,39,1427.451004
69.594695,38,1427.634939
370.122005,134,1428.344822
147.084911,77,1428.779334
75.571083,42,1428.99817
364.001783,133,1434.780003
366.579106,135,1435.458212
370.938839,132,1436.199884
367.748484,133,1442.383951
149.334917,78,1442.75992
366.879196,134,1443.448436
367.210329,135,1444.174868
361.614254,134,1444.923842
135.09007,72,1450.911415
275.599774,108,1451.476112
360.390644,133,1452.166214
363.181333,132,1452.862771
149.555773,78,1453.301769
367.983085,132,1459.797904
365.510817,133,1460.445032
149.298054,77,1460.813978
187.226694,88,1461.296868
143.018252,75,1461.737684
368.69877,133,1467.799218
369.90937,133,1468.466116
367.369753,133,1469.18437
273.485492,111,1469.785501
155.283297,80,1475.759156
141.579088,75,1476.121275
370.075557,133,1476.791117
366.821629,133,1477.517137
367.257095,133,1483.798887
145.937031,76,1484.204434
144.19372,76,1484.592204
359.870346,133,1485.276512
366.266166,133,1486.008977
143.956291,76,1492.108229
367.344569,134,1492.808435
78.705372,43,1493.003536
361.321016,133,1493.654711
364.649845,134,1494.30914
368.077763,134,1500.611213
140.307433,74,1500.976718
365.465298,134,1501.686548
369.804273,132,1502.402007
361.389505,134,1508.618123
358.421547,132,1509.261046
362.593418,134,1509.977159
369.54107,136,1510.721462
354.546165,131,1516.798487
370.350485,136,1517.446329
373.117739,135,1518.077128
361.349177,134,1518.778475
367.776687,133,1524.907239
371.273171,132,1525.547106
359.005925,133,1526.270793
365.002982,133,1527.004691
368.764402,134,1533.311261
364.578061,135,1534.07319
362.482416,132,1534.835391
363.2153,132,1535.6386
152.219691,78,1541.572074
358.108445,133,1542.187301
366.926933,133,1542.904963
362.570296,134,1543.578193
72.850725,40,1543.810202
362.004189,131,1550.049067
362.024027,133,1550.720005
357.837338,133,1551.441128
363.091672,131,1557.334836
143.438138,76,1557.72358
76.908266,42,1557.94363
296.405031,115,1558.585442
74.35602,41,1558.795497
357.275965,132,1559.579931
359.672188,131,1565.574332
364.93294,132,1566.237177
358.738121,134,1566.930483
367.043172,134,1567.680057
185.591418,87,1573.705122
150.029211,78,1574.197876
369.944324,132,1575.031235
363.832666,132,1575.859548
363.180079,130,1576.712096
369.521167,132,1583.455831
362.332919,132,1584.110713
138.16449,74,1584.467734
148.301422,77,1584.883738
365.639048,133,1590.883151
365.062671,131,1591.500844
149.524579,78,1591.866691
365.998114,133,1592.545601
357.025634,133,1593.283065
300.128195,117,1599.644172
145.609201,76,1599.99535
133.214527,72,1600.367915
366.767634,132,1601.113168
146.460459,77,1601.557286
357.923087,133,1607.685161
366.836074,132,1608.34489
362.251707,131,1609.025238
368.724877,133,1609.781737
141.095442,75,1615.392239
368.81171,134,1616.058731
361.848127,134,1616.749099
361.720946,133,1617.57493
366.95064,133,1623.74112
357.500985,132,1624.389687
362.099797,131,1625.051146
145.585583,76,1625.444964
132.155744,71,1625.872416
363.224836,132,1632.061412
362.732835,131,1632.704664
144.38268,76,1633.105199
361.455195,134,1633.820246
183.030336,87,1634.301991
361.366755,134,1640.485729
140.463328,74,1640.84392
362.233909,134,1641.587674
361.798583,133,1642.330765
132.286851,71,1647.961341
180.934307,87,1648.362609
127.298438,69,1648.73489
364.827201,132,1649.419914
132.570337,71,1649.811568
359.827184,133,1656.183697
358.276197,133,1656.799411
138.235255,73,1657.166125
359.726167,133,1657.864582
363.842712,134,1658.60138
362.711462,134,1664.281693
358.977149,133,1664.902756
367.483243,133,1665.619778
354.784098,131,1666.39414
358.337568,133,1672.450504
362.957975,134,1673.126752
363.353283,134,1673.878239
362.998471,132,1680.253045
280.863907,112,1680.841302
365.007053,132,1681.501329
140.053502,74,1681.896426
131.990685,71,1682.330676
140.969729,75,1682.744058
137.705985,73,1688.247687
355.4985,131,1688.84239
363.089602,132,1689.510286
178.786958,86,1689.981
351.543881,131,1690.708355
133.417914,72,1696.333606
351.648659,131,1696.979947
86.845694,47,1697.207971
132.488229,71,1697.550934
131.247125,71,1697.921876
131.776068,71,1698.318197
144.823834,75,1704.108887
361.511453,130,1704.785528
355.516019,133,1705.470325
352.445807,131,1706.169015
144.287138,75,1706.550046
353.318058,130,1712.772107
137.673905,73,1713.106305
350.101369,131,1713.745207
362.192443,131,1714.482404
140.53899,74,1720.60758
171.482105,83,1721.025075
355.475446,132,1721.655568
363.595511,132,1722.395174
172.812017,85,1722.855831
355.438782,132,1729.07419
351.937728,132,1729.717777
183.067121,88,1730.162467
146.841122,77,1730.585415
358.569551,133,1731.31937
361.036249,131,1737.626296
356.645161,131,1738.254833
127.936838,69,1738.626022
152.363776,79,1739.094269
357.772909,133,1745.351767
149.643541,78,1745.781186
148.943888,77,1746.172664
144.729016,75,1746.577212
143.291324,75,1746.987418
363.687277,131,1747.727463
139.995001,74,1753.581334
355.747874,133,1754.201091
358.806769,131,1754.887119
358.279534,132,1755.632313
175.390264,85,1756.069585
142.218859,75,1761.640279
354.939649,133,1762.302563
149.454972,77,1762.701953
184.565593,87,1763.151781
355.615942,131,1763.887442
345.552114,131,1769.810172
357.103248,129,1770.517811
142.323382,75,1770.973695
132.202995,71,1771.391409
178.167747,85,1771.88878
142.09624,75,1778.025652
363.90395,132,1778.651376
170.943086,83,1779.06218
353.586567,130,1779.707775
142.709527,75,1780.114342
357.094813,130,1786.283109
345.461027,130,1786.923717
351.161152,132,1787.620719
147.046652,77,1788.051134
361.038729,131,1793.915523
139.078242,73,1794.270617
355.172908,131,1794.950241
138.288827,73,1795.340476
139.307847,74,1795.745031
140.460711,75,1796.14404
351.745009,129,1802.43306
142.830136,75,1802.796479
131.538509,71,1803.202843
170.465787,83,1803.695892
140.001915,74,1804.069759
140.520574,74,1804.470583
359.391634,131,1810.645526
365.973952,132,1811.294277
355.171631,131,1811.97562
146.297666,76,1812.40341
364.236136,131,1818.530516
358.563947,133,1819.218104
175.704701,84,1819.590533
141.429147,75,1819.944973
145.605392,75,1820.305375
357.271736,132,1821.018213
136.092252,73,1827.051851
173.900685,84,1827.460366
362.168275,132,1828.158776
167.928475,84,1828.607843
131.900896,71,1829.021704
352.13348,131,1835.061868
355.654276,131,1835.712651
133.878794,72,1836.085756
131.512148,71,1836.499499
362.050982,133,1837.283389
133.115229,72,1843.453676
362.734843,132,1844.098281
358.694472,132,1844.852208
361.565327,133,1845.691317
364.100099,132,1852.275098
133.592537,72,1852.630776
133.620632,72,1852.990362
362.872127,133,1853.686038
359.084606,130,1854.406658
144.53227,76,1860.17882
369.378258,133,1860.817192
361.233002,130,1861.493712
359.998835,134,1862.234123
357.99723,133,1868.257157
357.261386,133,1868.92226
357.495912,131,1869.561348
357.870691,133,1870.278701
131.050394,71,1870.651814
367.921042,133,1876.804548
365.320703,132,1877.511758
354.986997,133,1878.280753
132.420803,71,1878.660763
355.740615,133,1884.735005
366.095503,133,1885.374527
84.583149,47,1885.606796
129.781989,70,1885.999864
357.472387,133,1886.729407
364.41254,132,1892.644495
363.327701,131,1893.325046
358.948639,132,1894.055965
364.628861,133,1894.803794
364.905996,132,1900.888906
356.26965,133,1901.518944
147.330693,76,1901.941974
365.008117,132,1902.694027
147.799938,77,1908.461593
363.119031,132,1909.084496
360.701831,134,1909.78564
362.876895,130,1910.46708
149.222428,78,1910.863042
362.952,134,1916.96468
356.546101,132,1917.624834
179.432402,87,1918.093755
131.945893,71,1918.521176
367.806243,133,1924.78099
141.355457,75,1925.160232
179.008407,86,1925.568207
181.490046,86,1926.016263
153.950992,78,1926.451495
361.014484,134,1927.155814
354.979763,133,1933.245687
364.206881,132,1933.844493
362.678901,132,1934.528552
359.6884,133,1935.207259
359.631213,132,1941.290291
103.272826,57,1941.583508
363.031815,131,1942.205286
361.499881,134,1942.910109
363.915246,131,1949.143582
357.814898,131,1949.837349
367.808358,133,1950.570121
361.552675,131,1951.290543
356.516077,133,1957.401618
360.592217,133,1958.025993
362.973023,134,1958.807337
360.85415,134,1959.644583
367.540694,134,1965.471159
171.764444,85,1965.919191
357.733098,133,1966.650136
361.333458,134,1967.414474
178.995043,87,1973.270862
182.419679,88,1973.706196
145.552466,76,1974.076688
183.751996,88,1974.566685
364.765115,134,1975.312147
370.409719,132,1981.629694
127.231518,69,1981.954258
131.944531,71,1982.314148
356.017379,133,1983.035471
170.947932,85,1983.472437
180.784848,87,1984.018859
146.911635,76,1989.855369
362.023889,132,1990.484232
367.686771,135,1991.186328
360.627103,132,1991.927349
365.437654,135,1997.905
